x1,x2,x3,x4,x5,x6,x7,x8,label
1.624431,1.224522,6.384195,5.255469,-5.667212,-1.182836,-1.894613,-9.285284,1
-0.020981,-7.835159,-8.403239,-1.709772,-4.303660,7.803362,-1.382049,6.404518,2
2.591450,-9.906446,-6.533382,-5.585192,-8.470582,4.151264,6.493680,-4.394905,1
5.097003,-5.661174,7.831487,4.155671,-8.147027,-6.602356,7.718841,-1.825775,0
-8.341804,-9.122964,1.102137,4.502960,-4.028612,-0.455200,-1.344504,-3.476723,0
-0.902529,-8.808917,-8.271037,-9.966258,-5.813708,-6.067658,6.205021,-3.955358,1
6.009756,5.764299,7.981760,3.751213,7.512631,-0.107770,-5.267574,-3.863264,2
10.497163,-4.406352,-5.387116,6.796535,-8.751142,1.798705,4.523581,5.224341,2
8.986940,4.549210,4.336940,1.650152,-6.202886,4.977737,4.888094,-3.131061,0
-7.135919,-8.054710,-6.610884,-2.720993,-2.981087,-7.050489,-3.721270,-7.501188,2
-4.401645,8.909162,-3.388382,4.897982,-0.537405,9.648077,-0.145056,9.419727,1
6.517540,-4.171448,-7.075186,2.580179,5.122546,3.058503,7.568220,-4.915949,1
3.289601,-2.473097,5.996374,-0.031282,-1.406835,-5.583842,3.104935,-9.663310,2
5.928357,1.903353,-7.916030,9.200280,-6.137420,7.517886,-0.538248,0.754265,2
-4.714189,-1.812701,0.316484,-1.399266,6.825410,7.650887,-4.528229,-6.015753,2
-9.640459,-9.387798,-7.096944,9.706972,-2.836685,0.599501,-0.255461,1.541189,2
6.945124,6.265940,0.542704,4.792576,6.138761,-5.213247,-4.863758,-6.160937,0
-7.793941,-2.881543,-0.497989,-3.854553,-1.723890,-2.364430,4.252112,3.900449,0
5.912029,5.721878,5.277088,5.743366,4.175211,7.984454,-8.729732,-3.646953,2
-0.930761,7.895294,-0.006080,-9.327851,9.135914,-0.667452,-4.120278,9.024973,0
1.302998,-4.517585,5.662620,-9.801521,6.920863,-7.277388,-0.834323,-6.082178,0
-5.058087,5.935384,8.865293,-6.588741,-6.889309,6.078521,-3.758581,-0.554721,2
6.500176,-4.597375,5.516434,-6.361838,-3.509820,-7.679560,-4.586150,-8.012909,2
-2.109593,2.581218,-2.944273,4.133488,-2.284384,7.146250,9.338518,-6.600607,2
-4.740306,2.979878,1.443909,1.902138,-4.332824,9.432418,-6.599242,3.276115,0
-1.702793,5.447036,-2.640258,-6.788993,3.450561,-5.541933,9.580075,1.390537,2
3.205501,-0.978457,5.282342,-6.822107,-8.561391,-7.716059,1.464221,-7.461970,0
3.784444,-9.275540,5.741885,3.092858,5.477224,-5.868228,4.542541,3.743562,0
-5.731347,2.639246,-0.449328,-7.058375,-7.182848,-1.045880,4.897113,6.931328,1
5.494974,-8.751464,9.482142,6.589888,7.567879,3.950219,-7.383300,-5.626842,0
-6.553479,-4.487761,-5.823312,-8.550745,8.358419,7.892587,3.670151,-5.509534,2
-1.128209,3.572625,8.665211,-3.866046,0.878667,-4.153472,-5.248425,-3.812286,2
7.358477,-6.285737,4.746021,-1.565204,-9.565687,-9.145909,1.679731,-2.179185,1
6.890817,-4.920437,-0.802265,-2.125630,9.370259,-6.860428,-7.615007,-8.271029,0
-3.640698,-3.681489,-1.233014,-3.201191,-3.431455,-1.923951,9.471265,6.641723,1
-7.514099,-5.751196,1.586955,-7.811008,0.350267,8.466184,-8.462592,-4.326659,2
0.687802,-3.507248,-9.877186,6.874739,2.175583,9.135764,1.111961,0.583939,2
0.843139,7.594362,8.694736,0.156991,6.440640,-5.182256,0.934873,-8.305230,0
-6.384070,7.604494,-5.601451,6.764020,-2.342366,1.814152,7.048578,7.093173,0
-6.912514,-5.191577,2.181040,-1.479605,8.372034,4.907430,4.255363,8.733261,1
7.509462,0.888772,9.652135,7.272142,1.531187,-1.372317,-5.316587,-8.534892,2
4.755118,8.155450,-2.415614,-8.539588,6.504039,8.920781,8.467020,-8.905620,2
-7.945774,9.169492,-8.022687,1.908500,-3.688757,-6.583673,0.073828,-9.508510,1
-3.325103,-0.489827,-9.107099,7.220777,8.624601,-10.035286,8.958545,2.186143,2
-1.454569,-5.831871,-4.462460,-8.073681,6.008381,5.083723,-8.755672,6.425262,2
-0.319450,-1.507675,-4.104819,-6.958365,2.288629,-9.355995,5.864379,5.550819,2
0.512960,1.986972,-7.694821,-2.299395,-6.137796,-8.063747,-6.279906,8.888555,2
-1.696564,-3.396582,6.574966,2.839315,-3.299147,3.462430,6.181327,4.362127,0
-0.149652,-1.152358,2.586058,7.929884,4.745167,-7.258168,4.052363,2.331416,2
-4.659933,-6.013137,4.232998,-8.032107,8.032421,-5.167464,4.696027,-1.928762,0
-6.397146,5.182528,-4.153224,-6.460213,2.892176,9.314627,-1.304045,-1.498181,1
9.069485,-3.715682,-7.094207,-9.382337,8.651077,-4.886769,-0.913608,-2.992975,1
-0.498176,2.344791,6.874848,-9.659930,-5.644477,6.643686,-1.031667,-2.217184,2
-0.837048,-7.754205,-3.407551,4.065460,-1.599911,6.366808,-5.209533,-8.978898,2
3.756368,-9.904468,10.070074,8.355206,2.553704,-9.083035,-2.883850,2.704269,1
8.316203,1.209886,9.492126,-4.826237,-9.785057,0.414646,7.952158,-1.197333,2
-8.426177,-10.004695,4.141326,8.305836,-5.591176,-8.358268,1.508078,-1.009073,0
4.214489,-3.969166,0.939970,3.156447,-6.422563,5.334801,-1.672298,8.870318,0
-2.596471,1.629805,8.462144,1.264878,4.691941,1.431187,6.156885,-5.185714,0
-6.763661,-1.081728,-9.822132,-9.854177,6.586798,-8.776537,-3.447961,4.219867,1
-8.864034,-2.338868,-4.338349,-0.948551,-1.682389,-8.857305,0.372090,7.713146,1
-4.904466,2.438595,6.956941,-5.516657,2.174605,5.071788,-8.432355,0.287674,2
-3.274634,-5.553803,7.122337,4.376086,4.331516,-0.285971,-3.700817,0.866073,2
6.243152,-4.947625,-0.415502,8.603648,6.690661,-6.083070,-5.513906,-3.946485,2
8.077862,-8.316021,-8.952811,1.831762,6.124722,5.791292,-8.366501,-7.192573,2
9.005334,1.063601,9.973351,1.047496,0.027656,9.883239,6.917648,-6.601161,2
-9.871386,8.713442,-4.093140,-3.876546,2.494716,-5.576307,-4.462580,2.689825,0
-4.914999,1.141174,-4.900251,-0.361916,-6.702745,-4.501962,-2.633044,1.214529,2
3.963239,2.376006,8.338154,-8.564155,3.254891,-7.522572,-3.582941,4.741533,1
-9.338880,-2.541152,0.926723,1.381766,-6.234604,7.480116,0.824919,3.508791,2
8.873277,-2.370629,8.642087,3.981640,-3.234907,-0.717724,-1.154769,7.586801,1
-0.691643,0.237796,2.185151,-0.939050,1.222082,8.711673,9.290466,3.376482,0
-9.515205,-3.650485,0.644112,9.857159,-5.884741,-5.974384,-4.891644,-1.646981,0
1.736041,0.803000,-8.126392,0.765488,5.888204,-2.336548,0.804369,-9.660968,0
-2.342006,-0.442656,-5.470551,-9.015288,5.952739,-2.858658,3.287596,-3.052439,1
3.343246,7.593738,6.718564,-4.972650,-3.198856,-8.812562,-1.685499,8.094712,0
-3.259397,6.999817,-1.226359,-3.011286,-3.097791,-9.905716,-1.644965,4.428480,1
0.489451,3.207092,-6.871897,-6.779833,-3.399864,8.249564,1.654251,0.629213,1
-8.948356,-2.478202,-1.984588,2.639337,6.271216,1.383688,-10.162272,-5.127509,2
-3.133841,-6.108611,-8.097292,5.768996,2.432199,1.484685,7.185767,7.162520,2
5.811721,-7.858068,-9.306404,10.273888,-8.470222,-8.672226,6.011914,0.187381,1
7.368655,7.992057,5.075907,-7.358229,3.038708,-7.518998,3.930909,9.336943,0
3.225601,3.519312,3.849464,-7.429881,-3.276316,7.792266,-4.899515,2.828806,1
-3.348146,1.943460,0.038298,-0.300398,4.533817,9.601996,2.630603,-4.854883,0
-0.092829,-3.030163,2.628178,8.202013,-6.211209,-8.509549,-0.996809,2.519526,1
4.187361,-8.452570,-0.444265,-4.306072,3.104368,8.897719,7.704376,2.975628,1
-1.636868,4.822603,1.125311,-1.768907,0.752450,7.606583,4.218431,-3.355902,1
3.276676,3.701242,-1.344965,5.991356,4.488234,5.402403,-1.541672,-5.222065,2
2.960840,3.258818,-4.345547,-0.389542,3.815414,-2.005358,4.864326,-0.223854,2
8.149545,-5.455766,-4.298605,1.845990,4.753036,7.604545,-5.869462,2.647477,1
4.421139,6.749812,-4.262952,-9.161258,-3.090035,1.307915,7.711586,-6.493797,0
0.570058,5.820785,-6.881355,-6.887946,4.776339,9.075476,4.791882,-7.343683,1
-1.179496,-0.815773,7.099158,9.721762,-4.881274,-3.968537,5.056612,6.693151,1
1.298326,-9.523585,-4.521696,-1.701537,1.884836,-2.735638,-1.844916,-6.319710,1
1.112253,10.159465,7.064540,-9.455272,-0.110803,9.866868,0.432713,0.184694,0
1.025109,9.151116,7.036621,-3.282915,1.016579,1.484617,7.274145,5.535637,0
6.901243,9.074970,2.303345,5.586666,3.384753,6.460231,4.782359,6.137594,2
-3.288207,6.052947,4.127339,8.556905,2.639733,3.510582,-7.930653,-4.226432,2
7.473620,3.090630,-0.990662,-6.283786,6.424414,4.032736,-3.650607,3.650560,1
6.337202,-0.962623,-6.303021,-9.437225,10.002856,-0.933650,5.716294,-2.893236,1
-0.193703,-4.352691,5.241257,-4.651355,-3.516236,7.071190,-5.316375,0.828658,2
-5.446429,-9.636010,-6.200424,4.918050,0.179019,-5.002905,4.214673,4.103183,1
-0.910248,-8.715693,2.050545,-1.361313,10.136926,1.894431,5.829197,-1.640450,1
-0.538459,4.377406,9.956915,-9.810820,9.008371,-7.250519,-0.937895,-5.890595,0
8.784722,-3.262023,-9.159827,8.182605,-4.049865,-6.510849,-1.191561,-5.387195,0
6.408399,7.690217,9.844933,4.644948,2.431601,8.907954,-8.270221,-6.145764,0
-5.695123,-0.184304,1.094730,1.316467,9.662263,6.521605,-4.985115,-0.655983,0
-9.038415,-8.460859,1.529248,-0.402864,4.631668,-5.971801,0.859133,-4.813212,2
5.491940,4.626094,5.118849,-9.625897,-9.377105,0.945583,-9.863502,-6.400693,0
8.203592,5.005196,-8.745786,0.001199,7.212864,-2.563124,7.188531,1.957547,1
4.471519,7.847526,-8.155412,-4.479326,2.830008,-8.536362,-4.672044,4.176431,1
1.341757,-6.436722,-5.690165,6.660456,9.026321,-3.077797,-9.328478,8.554628,1
-3.882430,9.728308,3.390626,3.307554,3.193003,5.310888,3.449690,3.211001,1
2.739617,-2.993183,3.417905,-0.795344,-0.540407,-1.770756,-9.902875,-9.213389,1
-7.946918,0.571664,-1.530541,5.067825,-6.800708,-9.146569,-4.361951,5.179186,0
-3.360353,4.050103,-0.539599,-7.770744,-2.006466,-6.745787,-3.056756,3.422435,0
7.153296,-8.254994,4.714453,0.873724,-9.720795,-0.928286,9.621251,4.171771,2
0.535232,4.306208,6.612038,-1.167103,0.266180,-1.856321,-3.181869,-0.061940,2
-0.199222,1.236833,-3.272744,-0.753841,1.359275,-4.394282,7.337256,8.484472,1
1.116899,3.073626,-1.652513,-9.260449,-0.671210,0.904332,6.779357,1.916214,2
-3.423533,-0.415980,-4.119940,-2.181114,-4.804292,7.866923,-4.164550,-2.644305,0
2.921048,-1.669003,10.094759,4.403292,-4.695425,-5.567043,9.155008,9.384729,1
5.192167,-8.100892,4.431330,-9.289009,0.022214,9.728098,-3.561536,-9.128972,2
-2.659620,0.806565,-9.435668,-0.848507,9.840393,-6.780322,-9.454504,-6.126769,0
-4.004441,3.298573,3.202190,-2.234874,7.008524,-8.097286,6.358274,-6.537051,2
2.536419,2.908070,-7.518048,-1.772651,-3.609974,5.651709,-2.071825,-1.049938,1
4.233547,-3.035008,0.930024,-8.964734,6.333163,2.382137,-4.328708,-7.495868,0
2.566234,9.452882,-8.735028,-6.320312,4.907574,-3.887566,8.825001,-2.853439,1
5.151586,1.324665,8.395911,-5.902490,-1.362398,-5.551953,2.696978,-9.485681,1
9.539652,-8.814968,8.568451,-0.097078,5.574015,-1.049742,-5.471900,7.364123,0
3.247168,7.395867,-3.216468,-7.919546,4.737401,-0.917381,1.354340,5.048926,2
-1.122879,7.103518,2.750154,4.277033,-2.927071,6.409218,-2.496974,0.644569,2
3.295015,9.524662,-1.915379,6.867004,-9.407335,-9.392411,5.963852,5.638317,1
0.436816,-6.677054,-5.958404,9.661325,8.000690,4.450024,-8.071934,6.130226,0
-6.411747,8.614981,-7.144397,-2.715680,-9.455493,1.239604,-7.350966,-7.193667,1
-9.093882,5.477127,9.082049,-8.476941,-1.697241,5.562988,9.010297,6.767542,0
8.479181,8.629310,-0.656060,-4.532605,-0.342383,8.464988,8.132776,-8.501142,0
-0.958827,-4.923180,5.756338,9.795428,7.251200,-1.914707,-2.138454,4.354066,1
-0.128379,-4.718514,4.150103,1.165538,-4.444751,5.076600,-9.636344,1.981613,0
-3.983463,-4.143370,-2.416257,4.002165,-3.281834,-9.425590,2.500438,0.036324,0
-5.535305,9.738628,9.301443,-8.992472,-1.545656,7.187942,-8.835600,2.680328,2
5.337100,-5.103260,-0.557475,6.162420,3.241655,-5.149625,-4.276756,8.733301,2
9.334884,-1.587887,2.597952,-0.158203,2.392784,-2.012425,-4.743591,-7.907959,1
-8.685880,6.863384,-9.284986,1.697153,-5.841091,4.210347,-0.673184,-8.724198,0
7.926750,9.052493,-7.910265,-5.297598,2.298072,-5.007419,-2.773004,9.466789,0
3.428952,3.922287,-5.822424,8.050127,-1.260746,5.707825,0.680008,-9.419084,0
-3.616444,0.674250,8.244029,0.489137,6.529553,0.001449,-3.952886,5.942333,1
6.031283,-5.912590,9.310203,3.378216,4.122376,7.317288,0.694472,-1.382814,2
-1.931125,-4.177778,-7.480989,-8.087737,3.898638,-6.340658,-5.947992,2.123311,0
-9.165674,7.104792,-3.389405,5.223094,1.784073,-1.234484,-1.580072,-9.470393,1
-8.012528,-5.575321,-5.929865,-6.927534,-7.047813,-6.095027,-6.391362,0.206934,2
-3.728220,-6.027383,-4.952498,5.753305,8.921527,4.837474,-1.437345,9.116462,2
0.085345,-2.786086,3.477505,-6.369670,-6.441729,7.324569,-8.490509,5.198198,0
3.657035,-8.194431,-7.278492,9.206899,8.113404,6.626692,-7.100926,6.453039,0
7.618272,8.567262,-9.417335,-9.341446,-3.291903,9.525185,-4.567693,-0.879424,0
-3.716507,5.797541,-3.947871,-7.976890,1.825976,-8.629788,-4.150183,-8.060569,0
-1.713583,-6.375818,6.114324,-4.451516,2.289885,7.197046,-6.020145,9.428617,2
3.178898,9.948210,-3.308757,7.868540,0.712281,-9.163813,-6.518435,6.898709,1
-4.814239,2.552034,7.850860,-2.398801,-9.233210,-6.457102,-3.906709,-6.627773,0
-3.908805,-9.298414,-0.783612,5.510297,1.492391,-8.373823,8.667227,2.352729,2
-7.094228,7.325466,9.811956,-6.888673,-1.879452,4.008023,-6.260279,-3.852393,1
-2.572633,-2.396389,-5.287533,-6.722566,-1.326188,-9.606401,-5.113521,0.641035,2
-4.352181,-3.658102,0.849567,9.008694,1.802169,-3.695224,8.442173,7.931742,1
-0.467779,-1.013506,-1.806063,3.469778,-4.639027,2.934361,0.212121,6.892593,2
1.825038,6.448222,-9.375754,5.361558,-8.312644,-2.384195,2.448168,-3.055514,1
1.087691,-4.014961,-4.365746,7.563115,0.715951,2.728014,-7.349220,-8.169053,2
8.074099,9.479653,-9.344762,-5.325886,0.893213,-9.581562,-3.864615,-1.237803,1
-3.365862,-0.072455,4.389218,2.328938,1.929230,9.119156,1.858985,-2.792094,1
8.051976,1.674134,5.915786,-9.475013,0.864066,7.066153,-4.692094,7.860727,1
5.330056,0.819687,-6.244225,-8.712021,-6.325042,-6.087849,-1.809908,-5.713195,2
7.309863,-8.476899,-2.280608,0.562300,-7.496237,4.776933,-6.884625,-5.752590,0
-5.747767,-0.069182,-8.938951,3.960228,0.310975,-9.094366,-6.079193,-1.964471,0
2.244090,0.540145,-1.569350,2.569930,0.319063,-2.832403,2.044696,-3.132767,0
4.498651,5.363969,1.276893,3.361669,-5.843181,-3.052018,5.852678,5.392752,2
8.515044,-2.063895,-6.038650,-1.980023,-8.033118,-4.645005,-5.928344,2.128510,0
-5.511569,-5.928600,-6.707969,-0.263613,9.195349,-4.909495,2.671081,1.997226,2
8.472298,4.350576,4.547742,-2.425932,-9.745399,4.784025,4.883458,-6.624544,0
9.748071,6.566887,-1.029929,-8.171912,-3.639149,-8.385308,-3.688666,2.957357,0
-5.942336,-4.568444,-6.086968,3.295804,-8.921890,3.216136,-4.909146,-4.361284,1
1.795243,-1.816531,4.466861,-2.335543,-0.390393,-7.091787,1.743270,-3.852685,0
-1.128246,8.893810,-1.998353,-5.318957,-0.034168,7.143928,-6.721068,-8.212974,0
1.677776,-1.920171,-2.347903,-5.115244,8.813340,-9.738541,6.374062,-1.847632,1
6.154272,-9.795508,-1.173835,-5.484988,8.452805,-4.882650,0.913918,0.101492,0
6.495217,6.858113,5.511169,2.317604,-6.486811,-8.450875,5.792186,-2.198332,1
-2.904740,-5.083289,-8.157434,2.528552,-5.962651,-1.620185,5.631661,4.797617,0
1.187547,7.672918,-6.617383,1.464557,0.249762,0.461096,0.542057,3.527855,0
2.578573,-1.987213,-9.969770,-0.756999,8.108734,8.210264,1.016846,6.617981,1
-0.705073,7.127572,-1.209209,-2.719948,8.010916,4.389135,-9.365736,-1.619236,0
-3.872968,0.244552,-9.960119,-5.201352,-7.755988,8.737841,-6.422336,-9.791290,1
-5.235247,-0.602060,-3.919730,7.531644,-2.377412,-4.356711,5.441470,-5.795801,1
3.449392,-6.542467,7.518973,0.551987,7.768281,-8.854639,-9.528542,-4.309605,2
-0.360164,7.003488,-2.615346,6.796194,1.944255,6.565459,-4.654983,-7.193514,1
5.200964,-6.341533,-8.630211,7.105543,6.867262,3.395411,-9.290292,-3.741387,2
1.236225,-5.265049,-7.484919,-7.017224,-9.337290,-0.884571,-5.978019,-1.229856,2
9.692428,6.138875,-6.997023,-0.241680,-4.135460,1.679718,-1.901392,7.390825,1
-8.110126,-8.506668,7.581660,-0.529570,-6.067778,-9.569490,-5.887485,1.515320,1
-2.649424,9.035411,-2.916352,-0.261464,1.258593,-0.967294,-7.329532,-7.567622,1
6.965504,-2.488316,-1.714321,8.429874,6.513327,-1.156654,-4.242832,2.916239,1
-0.292028,3.993116,-0.645230,6.266497,-5.582986,-6.928441,9.086722,-8.013358,1
8.983512,1.787083,7.114382,-0.829609,-1.948919,6.772813,1.990835,-5.180853,1
5.072369,3.195034,-0.239393,-0.005963,-7.416287,-4.973780,-2.065950,3.918417,0
7.819686,-0.805806,-4.123755,3.697950,-1.785974,-4.156128,-9.352325,-4.789079,0
1.482985,8.603572,5.530897,5.015406,0.743514,-6.106889,6.379941,1.758273,2
2.951484,8.405964,-2.484113,6.469746,-9.154285,3.692030,-4.139007,2.629147,1
-1.337778,-8.221810,-0.257740,7.318664,10.133445,1.154394,-2.464156,9.483064,1
-0.611931,-2.914826,-6.996955,8.128817,9.135827,-6.699632,1.969727,-5.546982,2
-10.009878,-0.950571,8.192453,-1.961377,-0.694163,2.112842,8.194655,-8.745533,1
-0.300482,4.373395,5.913017,-9.094593,-4.291551,-4.834196,4.195636,7.649642,0
7.016365,-3.324929,-4.823529,8.672049,5.440386,4.433138,3.872542,-4.035832,1
-1.710104,-7.736333,-6.730460,-9.709934,2.279724,-3.298372,-0.760250,-7.489465,2
-9.493161,-5.512530,-5.806626,-0.970406,9.837469,-2.613228,-3.875513,-3.116205,1
3.377742,-6.547894,-7.067597,6.243271,-3.002053,8.613788,-7.098321,2.859386,1
6.475481,-7.604709,-6.131504,-7.771150,8.837498,2.145568,0.229548,8.277696,0
