x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,label
6.347694,-6.686695,-2.502239,8.573526,-7.080410,-0.362774,4.405696,0.373839,-0.842452,2.505462,0
-3.653616,7.532742,-7.250262,-3.034566,-7.246870,8.136252,3.743992,7.204641,-5.205289,-7.784428,0
3.983241,-9.954267,4.127248,8.145284,1.780227,-9.646667,5.823264,-6.514248,4.671809,-3.092850,0
3.596833,-4.088176,-0.307465,-0.269298,6.752991,9.516353,1.596209,3.817088,7.019716,-2.232189,1
-9.713947,5.952888,-5.772411,4.366556,8.418362,8.578034,9.259950,-4.090655,-8.066273,-9.102368,1
3.792958,-7.385211,-2.728871,7.128290,2.803762,-9.171214,-7.494515,-1.650379,5.889178,2.978013,1
-4.427172,9.516382,8.421462,0.906907,3.782623,-1.943008,2.009642,-9.492436,2.560800,0.059300,1
7.660180,7.307731,-9.013491,-7.486892,-0.682490,7.553436,-0.033418,-3.700440,8.881775,8.693930,1
4.310071,0.294287,-5.391256,-5.316128,4.067963,-9.813840,3.508159,3.639857,8.124949,-2.144705,1
9.076411,-3.964338,1.252756,9.369052,-1.138908,-0.369785,0.032838,5.918536,-9.678762,-3.578563,1
9.840947,8.390463,-5.543466,-0.930185,-6.110099,-3.683030,-0.808621,-7.127160,-2.143864,4.593825,0
-3.014967,-5.403619,1.237097,8.596508,1.332798,-6.085211,6.761848,4.672341,4.555202,1.156493,1
-6.595093,-3.731437,1.074402,9.700796,1.882945,-2.458423,5.145552,-4.265219,5.907205,-7.126018,1
9.627969,-5.223597,-2.214477,-4.015333,6.754027,4.626221,1.908664,1.005023,-10.017562,2.753805,0
9.563734,-4.164307,1.247091,6.651512,-8.722658,-2.157198,-7.145673,-2.287852,-7.579889,-3.621629,1
7.883607,-8.905132,5.840651,-4.024340,-6.857160,4.879167,-9.269116,7.208662,8.519695,10.021925,0
-6.753368,-1.896815,-7.803268,2.802994,-9.529367,-4.351629,1.200291,4.131226,3.483927,6.963534,0
-1.493004,-7.525926,-7.410846,9.560835,-8.754109,4.500881,9.002980,8.495829,5.270179,-7.279423,1
9.622453,-3.939397,-1.563766,-3.128204,2.533266,-7.359239,3.952772,-0.541391,7.788274,6.522996,1
2.702501,-3.541103,-1.834858,4.508283,8.892770,9.443766,-0.039555,9.115689,-1.516592,-1.362174,0
-1.036261,1.565743,2.276555,-6.442345,-8.293899,3.557881,-8.990975,-7.911299,-1.974937,3.525081,0
-1.977374,3.270243,4.090029,5.996289,-2.530788,-1.796988,-9.303464,-5.518815,8.370703,9.045028,1
3.507823,9.717567,-0.307627,-5.369766,-5.816230,9.776292,9.530601,9.811161,-2.472994,7.045145,0
6.520635,8.375282,-8.599193,-0.683757,7.896676,-3.143265,0.235959,5.783414,-4.041774,-8.718972,1
-0.877424,-2.879811,-1.940142,-8.715339,-0.266945,7.798118,-8.105481,-2.532482,1.127064,-5.346726,0
-3.962663,-9.838660,-2.585914,-9.575806,-4.806966,-4.504250,-2.834314,7.355390,-9.544738,-6.675262,0
3.352496,5.313260,-3.478367,-1.057496,8.155441,-9.947766,-5.307444,-0.797924,2.848038,-1.614613,0
-3.658677,0.685254,-0.701102,3.381552,1.230816,-3.087131,-8.869048,-8.061147,3.831807,9.419911,0
-0.555235,3.885775,3.541750,7.418034,-4.059279,-4.026667,-4.597113,0.296075,-5.296824,2.517090,1
-7.682368,-8.053218,8.032589,-3.746502,5.003217,9.174339,-1.173828,-5.141873,9.710005,-7.620056,1
4.943611,-5.130531,-9.005801,6.626273,2.021717,1.739493,1.675032,-2.704390,-8.833490,-7.771022,1
9.900805,6.665890,-6.167029,-2.974366,2.306745,0.169096,8.279770,6.701038,4.362397,5.278548,1
-0.580613,2.173841,-5.854376,8.082927,-0.156183,8.046599,8.991060,0.121802,-2.463591,-5.576015,0
-5.678454,2.040990,-4.146855,-9.422693,10.177367,-6.539904,6.669226,-3.878916,-0.818641,0.437166,1
5.255720,-8.132358,3.040662,4.448719,-9.496660,8.871350,6.617978,-7.197344,4.897757,7.901185,0
3.616745,-1.493552,-1.074393,7.804701,8.307157,-5.979639,2.524952,4.902042,-8.755709,5.893122,0
5.792983,-9.602632,2.012001,3.875113,8.607514,-5.876188,-9.838218,-8.214464,-0.679771,-5.578657,0
-2.261720,-10.010882,-1.130839,-4.992585,-3.266102,5.353746,-8.507223,-6.647042,6.473256,-6.407247,0
3.284572,1.004943,0.160469,9.889349,-6.360514,7.497478,-6.077665,1.139781,-8.458367,-7.799216,1
3.842224,4.378244,8.308332,-4.700153,7.377731,-8.190237,5.443198,9.588856,-9.601640,2.862810,1
7.734359,-0.595615,-7.978947,9.293920,-8.493275,0.871443,-3.648867,-7.478244,4.095376,-9.663718,0
-9.367867,5.545315,3.006316,6.885433,3.098358,-8.088231,-2.211895,-6.502400,-9.798218,-3.691361,0
9.191878,3.571864,9.614692,7.587969,-8.745959,9.004080,-9.049442,-3.825534,-8.725890,7.734521,0
-3.532621,-9.174757,-3.347718,-3.421661,8.237996,-8.847397,-7.959099,-4.633360,5.580817,7.726576,1
6.917143,4.386105,-4.931186,-1.709825,7.073028,8.499705,-7.231433,6.390258,-7.833172,1.299495,0
-3.810568,8.137145,8.734787,2.808801,-7.000275,-4.776561,-5.421037,0.926228,0.809124,-3.771930,0
-0.867808,2.949047,-8.424135,-9.299405,6.829755,7.740704,-1.177576,-7.320828,-0.935400,8.878966,0
8.101989,5.842099,4.231386,-8.701473,3.703226,3.409730,-3.013857,-9.145331,-5.966939,3.056186,1
3.339366,-2.148547,-2.911524,9.641778,9.285879,-3.646029,-3.880865,4.333500,-9.742148,7.041358,1
-4.095013,-7.056905,-7.570123,1.318124,9.187268,-6.867541,5.321776,9.061090,6.867558,-6.972896,0
-8.742091,4.480464,-6.794542,8.052402,7.602016,7.256912,-3.334288,-1.821643,9.729058,3.881790,1
2.705101,-2.971081,-3.030715,8.238938,-0.281958,2.579775,6.245408,3.515617,-6.382147,10.050300,1
-5.327190,-9.214663,-2.832324,-6.649160,-0.343212,-3.377789,1.831431,5.498904,3.335205,8.716252,0
-1.845383,-2.652643,-1.620829,-1.015903,1.275895,9.784453,8.404025,3.168893,8.341628,2.251169,1
0.446026,-4.906427,-4.001344,-5.447824,-5.737227,-1.412418,-6.364120,3.376209,5.715036,-10.079691,1
1.613401,-5.496782,-1.128414,0.604538,-1.342658,-2.230150,-8.976455,-4.086894,6.034340,4.393296,1
-6.187873,-0.592278,8.158424,-7.938210,8.804926,1.385519,8.897525,-2.777127,1.850542,-2.972856,0
1.817554,-9.350142,-9.609376,-8.547728,-6.285571,-8.673406,5.095446,-4.350156,4.057774,-3.638194,1
8.792862,9.921475,-9.651048,-9.045799,-7.030930,5.385251,-3.384251,3.221897,4.706160,1.886716,0
-9.867164,1.903925,1.500767,3.752764,-9.828941,6.958735,-2.920456,-0.410984,8.581317,-2.302873,0
3.482791,7.162328,-3.350866,-1.706515,-1.658535,-3.161786,2.952637,8.177879,3.674225,-1.220368,1
2.586716,7.284568,-0.338037,3.017671,3.957063,-9.451650,-3.259329,-9.131391,6.426481,4.780854,1
0.886505,-10.150475,-3.290515,2.950164,1.329423,-2.140810,-4.664359,-9.633515,-1.073514,2.266552,0
0.382020,-7.509153,-2.346162,6.652198,3.675133,-5.705477,-8.414164,7.976099,1.419178,7.301902,0
-1.441337,-8.312627,-6.928302,-3.042450,9.213837,2.555468,-3.428561,0.153095,5.794060,-1.429971,0
0.463489,0.963923,-7.068068,-9.877006,7.499543,7.144429,5.469803,9.458203,8.334522,3.945484,0
6.552831,-7.692573,0.023153,-9.091211,-8.287367,-7.557144,4.538190,-6.984546,8.543620,-5.675506,1
4.591577,-7.505088,9.067091,-8.322958,-0.479601,-6.944822,5.083704,-3.397338,0.036575,-3.474613,0
-1.011875,8.030937,-7.616970,-7.986237,-3.066742,1.364948,7.238697,0.461559,-1.676544,-6.204274,1
-7.654675,-8.867968,2.725999,-0.331575,-0.611816,1.492728,-9.033565,-4.027727,-1.133433,-1.895784,1
-4.564746,8.234982,-7.863618,5.113689,-8.416825,-0.650354,7.323581,-1.871224,-9.802885,4.889686,0
2.725546,-3.929569,-5.639321,6.770971,5.644228,2.633648,-5.503399,2.287376,7.081327,-8.212099,0
-1.260332,-5.454208,8.767338,-8.441216,-5.207921,1.010180,8.696352,4.106483,-7.681759,8.654337,1
0.598770,9.293828,8.923177,-9.804156,-0.563348,-6.056156,-7.339250,4.985786,-4.205816,-3.973149,0
0.822261,2.284092,1.981321,6.732919,5.816463,-1.371285,-7.394180,-1.200825,-7.462201,7.017482,0
6.684305,-7.944955,4.337892,6.251508,9.186932,-7.143944,2.760271,-5.819790,-5.269387,-8.253248,1
2.115721,-0.105976,-4.078774,8.531536,-9.453925,-0.866592,0.262893,-4.554386,5.468489,-2.802996,0
-9.253823,-4.760017,-4.765657,-3.267845,-2.343489,3.538604,4.433339,-9.792727,-6.178260,0.456424,1
3.499712,2.752502,1.211842,8.540206,-3.734250,-2.397539,9.653634,-5.177500,-3.733039,-7.028071,0
8.209952,8.997691,-2.365392,-4.061123,5.775771,-9.270548,-5.674580,-5.485432,-4.946149,6.776153,1
-8.690541,5.975486,4.244887,-0.035073,-6.244863,9.885678,2.926344,-7.563541,-8.362861,3.619244,0
1.102246,0.512310,-1.488546,4.418378,1.816718,-4.139328,7.680253,6.420105,1.448562,-0.707310,0
6.106836,-2.398051,-8.259804,6.392537,3.418143,1.736381,2.607712,0.228398,1.197613,5.578883,1
-6.664651,-2.522097,-9.827299,-6.262862,4.017340,-2.283599,6.987410,-6.969862,-0.483648,-1.419466,0
1.098628,5.425857,-1.353708,3.667182,-4.241039,-6.601978,8.029112,-7.375595,7.112419,8.562073,1
-7.570248,2.240239,-10.096298,7.706634,-3.056545,6.835109,7.022141,0.412766,6.127128,-0.107943,0
2.456746,-3.706189,8.314200,-9.055242,0.678761,3.369061,-3.078481,1.474806,7.415346,-2.731616,1
4.783721,-2.717998,8.014102,0.671286,-2.837832,-9.030635,8.559952,-0.213722,2.733010,2.561970,1
-4.387034,3.407146,2.022327,9.436649,-1.509336,-8.586694,-3.630118,8.259622,-2.245529,7.052080,0
4.168556,-7.295852,3.948353,-3.083741,-4.629198,6.064076,3.398001,6.674153,-0.584625,-4.322318,0
3.957311,4.410552,4.401493,-4.832703,7.052316,3.023004,-2.978901,8.136529,6.946263,-6.430103,0
4.683690,7.189667,1.259263,5.001365,-2.939680,9.534117,-3.152812,-5.938697,-2.272592,1.225015,0
-3.597951,-0.716542,-0.684671,-8.353516,-1.024198,-2.903961,-6.248605,-1.904637,-2.530562,7.907803,0
1.848795,-6.877225,0.582494,7.268138,-1.970078,6.408989,0.321411,-4.966364,5.889081,7.444130,1
-6.942233,-1.335019,-2.643804,-2.679881,-3.519161,-4.807769,-6.054578,9.032126,-0.796701,0.982452,1
4.149917,-7.334565,-4.088661,2.885950,-4.920663,7.378443,1.024605,-7.258467,9.950700,-7.528784,0
-7.951800,-0.642352,-7.289835,3.208270,7.028179,-7.031833,3.902586,8.149458,8.766876,-6.471309,0
7.296634,-4.657193,2.819812,-2.605457,-2.099464,-6.472723,7.167708,-0.700975,-8.091395,-3.614172,1
8.020199,-2.660335,4.684488,8.069110,4.878863,2.133721,2.587740,7.283069,4.081121,-5.048389,0
-7.160780,4.400309,-9.284916,-4.651838,10.073065,3.647497,-7.622079,2.372276,-4.930462,1.090223,1
8.703063,7.284786,9.210469,1.904947,9.877559,3.999569,2.535346,9.051966,8.223006,8.262366,0
5.513936,7.064397,6.868243,-8.401681,-3.033940,-4.710848,-0.550837,-6.271315,-5.882753,8.465325,0
-9.507141,-5.935983,4.991800,2.099976,9.352082,0.713349,5.103656,-4.824067,-1.686314,-2.285027,0
-3.246560,0.237244,10.033452,3.059920,3.809966,-0.797241,-8.742669,-0.432020,-0.998462,-7.351413,1
-8.753312,5.478490,4.205823,-5.942752,-0.267568,8.198843,8.639419,3.882521,5.546967,-8.407015,0
1.330527,2.514792,-5.240913,1.568968,0.349581,-3.467419,-9.800395,8.366896,5.420709,-2.580800,1
2.335814,-4.098719,-7.209254,-7.519363,5.068329,2.059219,-6.161077,4.542178,4.076995,8.832063,1
5.505083,-0.489032,6.414297,-5.642115,-2.609748,-6.465438,4.350675,4.929387,-9.184930,8.534970,0
-8.404430,-0.956332,4.087234,-6.495596,-2.268171,-0.864550,0.974157,8.883214,8.278544,9.736827,1
1.579413,4.050307,-2.239617,0.723008,5.382305,9.101349,-6.790726,-3.855896,-6.542638,-8.142725,0
-9.057545,4.837986,1.776162,-6.009768,-2.372986,-8.325912,4.105795,0.942636,4.238375,-0.008198,1
-3.016799,0.342228,-8.333235,4.291066,-4.254320,2.371280,-0.067634,5.552203,2.664698,7.747196,0
-5.880833,9.266595,-2.873230,5.779016,4.807810,-7.072814,4.513074,8.774968,4.457353,6.482664,1
1.026300,-1.881710,-0.270428,-0.921891,-3.141164,7.685125,3.295227,-2.269204,-2.780486,9.420035,1
4.700311,9.345374,-3.692083,1.980940,9.658497,1.834818,-3.525724,5.464951,6.927995,-1.875718,1
1.053372,4.086883,4.893027,0.670579,-4.119818,-6.829904,6.977998,1.488752,-8.110048,-2.897932,0
5.674221,2.197170,-5.112913,-1.780741,1.721367,7.162808,-4.558085,8.522371,-2.552142,-1.623596,0
-8.696070,4.392174,-1.086517,-1.762568,-5.512405,2.580448,-8.181896,0.203107,4.832599,-1.328714,0
2.045260,-7.384206,-7.700506,-4.576596,5.816124,-0.491151,5.987696,3.664362,1.352678,-8.923443,1
-6.838445,-7.464059,-8.368048,-1.124517,5.222455,-9.171122,4.149035,-7.155999,-7.649772,-5.887939,0
-1.025105,8.676530,7.371132,-4.243031,-8.758442,-9.874973,-3.721851,-3.879286,-1.782147,3.492200,1
-4.446769,1.781992,2.768883,-3.929242,-6.546876,4.452760,-0.213810,-0.263303,4.108536,0.976232,1
-9.824358,0.211273,-1.706264,5.364594,-1.492862,6.237729,-6.965553,9.319096,-5.090367,6.750906,0
6.748952,7.156201,4.913480,-3.811630,4.567069,-10.069767,-9.897106,-3.583036,0.822637,-0.809584,1
4.370251,5.724227,2.446921,5.797978,-2.604151,3.739398,9.816563,-4.539094,3.695736,4.634784,1
9.176282,-6.938391,6.979970,-3.480345,-1.572816,-8.773547,3.809376,5.872142,5.731780,-8.100280,1
-6.910946,-2.936743,5.614310,-0.009039,5.681881,8.424806,-5.820104,1.226183,4.106058,1.788929,0
-9.106383,-4.356502,9.070082,-6.939689,0.843770,9.583833,-0.049687,-2.249347,-1.986767,-1.526376,1
5.848117,-2.998920,10.079917,2.580309,-5.725158,5.782639,8.984318,8.854222,-2.720194,-6.349320,0
5.827537,-7.542914,2.182039,-6.971248,6.392152,-4.917338,-9.390934,-4.143851,-8.912495,-3.290268,0
-8.970414,-2.439727,-0.717554,-4.650268,3.235738,-7.835340,-9.803331,0.073486,-2.353883,0.266392,1
-4.048924,-1.802884,-8.945138,8.320545,-8.074978,-4.970402,-4.338318,6.989318,9.443578,-3.093532,1
4.763363,-7.294157,-9.391739,-0.629143,3.750755,-6.277437,2.993841,4.373805,-1.708725,6.767660,0
-2.622737,-8.764556,-6.637019,0.384902,2.868044,-4.508887,2.821438,-0.948371,1.057418,-9.026883,1
-0.668235,-4.137883,-6.719973,-0.097228,7.041964,0.803056,3.806662,4.419129,-9.817904,3.847692,0
7.298699,-1.282839,5.837641,0.394469,-2.345402,-4.696661,5.540892,0.325072,-3.631494,-7.725270,0
-7.526335,-3.929111,4.636219,9.939498,-5.804674,7.459274,-0.262671,3.036475,4.518574,-3.229334,1
-3.548307,-5.790031,-1.816422,-3.337721,5.463881,9.450461,1.612567,5.985448,7.828978,-8.652196,0
-2.448032,7.403695,2.155521,-2.336671,-4.199363,3.088366,-6.553550,-8.906312,-2.841968,-3.135872,1
7.336547,4.499257,6.111912,-4.907866,-8.281916,-8.609330,-4.156130,-4.489783,9.421507,-4.320936,1
6.182651,-2.555309,-4.494281,-1.684065,-4.206317,-6.559520,6.988538,3.121423,2.714728,1.694812,0
-4.743535,-2.774188,8.594783,2.199904,-5.695491,4.878120,6.395239,-1.316913,3.975872,-8.064490,0
-3.609348,9.953445,1.192263,-2.363888,0.748566,2.394380,-0.990649,5.028092,-1.649979,8.558840,1
1.516892,-7.363862,2.507841,2.065825,0.369912,4.757985,5.040457,9.288800,3.881274,3.188655,0
5.864727,5.134014,0.375885,3.240449,-5.336354,-4.864762,-6.491865,1.940234,9.512618,9.743980,0
4.991710,-6.743991,-4.305473,6.781708,3.347028,-8.001144,2.883671,9.402521,-1.639856,-5.006298,0
-7.015467,-6.330087,6.418663,0.066153,5.268932,10.243752,9.202352,-7.982968,-0.157446,-4.521047,1
-5.892514,-7.819210,-2.172986,8.783853,2.153410,-5.570046,8.442988,4.268719,4.533327,0.995120,1
8.336349,6.645181,-2.159705,-2.258164,-2.964165,1.807826,6.566358,5.480087,-0.761624,1.344775,0
-8.977091,2.674862,7.943534,8.521022,-6.349746,-8.490528,-6.878597,9.121036,-9.898665,-2.042268,1
0.817329,0.057728,-8.275077,4.910149,2.982662,-2.445755,-9.672754,-7.219327,4.682155,-1.936070,1
8.617130,5.078872,-2.438472,4.920905,-9.076894,-7.986267,6.906600,-4.539041,3.931742,6.364950,1
1.881582,1.092827,-6.136537,-3.732774,-5.697956,9.845808,-1.142349,-9.989667,-7.978640,-2.757191,1
-8.456014,-5.992144,6.022505,8.126195,7.857846,-7.667434,-6.161179,-0.350757,9.388645,-8.850196,1
6.311836,-6.809244,-5.586434,-6.273906,4.076630,7.525319,2.685055,-6.701071,3.073420,6.369337,1
-0.003999,-6.403067,-3.106282,4.605781,2.998282,3.364794,9.465210,-6.166276,7.667227,-2.329746,1
-0.307004,-2.438306,-9.454980,-8.048271,8.464583,7.882967,1.809064,8.267169,6.467904,-4.981808,0
3.887380,-5.318668,5.438600,-6.485148,-1.367958,8.621560,3.261550,7.097772,-8.695368,-3.706003,0
0.401403,-2.673603,9.220550,7.775702,6.389026,-9.081030,3.560809,6.073902,0.476109,4.500301,0
-7.838734,-4.708310,6.016503,-9.821744,-6.535672,-5.499474,4.904042,-9.515323,8.612654,-8.487863,1
6.632707,6.225150,4.192097,-1.870439,6.096489,-3.478243,-2.923119,-9.772325,-7.940362,5.034995,0
-5.347282,-0.991056,4.593554,8.263329,9.674151,-7.754198,-8.942795,3.569498,0.984399,-5.161582,1
-5.258709,-7.882437,-5.936647,-3.043087,1.686300,-6.145385,4.536209,-7.936020,1.593833,3.148166,0
-0.922405,4.763546,-3.843289,-8.046063,-4.169886,-9.921064,7.745098,-8.229965,3.378790,3.274525,1
-5.215715,-2.364120,10.066762,-7.104471,-6.636086,-8.530811,-3.126334,-9.519471,-7.764455,0.808768,0
-6.978016,-4.001209,5.110931,-2.631177,-7.677953,-4.698463,7.592161,-9.169832,8.794044,-2.626993,0
2.126879,-6.210936,9.052233,4.044336,4.415904,-7.826681,-0.804637,0.669033,-1.148248,1.416613,0
1.839303,-5.489587,-2.179527,5.045019,-2.612602,-0.863044,4.044085,-4.652041,-8.848841,1.349574,1
-7.967262,-6.485109,-2.861992,-7.473393,6.947956,0.911644,-9.473631,-0.138885,-3.728815,7.337100,0
-3.638791,-5.709780,-4.197033,3.151362,-8.844431,-4.508322,4.421858,-9.704148,-5.963643,-4.119838,0
7.607151,-3.757262,-9.203305,-3.600750,-8.139313,7.930871,4.104495,-4.514331,-3.084952,-9.141825,0
-2.278015,3.342740,7.565668,-6.732018,-4.743235,-3.284427,-2.644227,8.037475,-9.519455,-3.246533,0
1.966703,-6.281522,3.617926,2.283613,7.828005,1.953232,4.267910,8.609451,-3.548025,-6.182760,0
0.987119,-3.992731,9.198657,0.088849,3.058240,4.218692,8.683022,9.461290,9.424959,8.984114,0
-6.302022,7.759227,1.460229,1.135731,9.713387,0.374788,3.096637,-1.901466,10.060036,-0.216718,0
7.186226,1.264080,-6.377984,0.487848,4.564402,5.353519,-3.508943,-9.291173,-6.988010,2.512396,0
-1.095901,8.950204,-7.715186,-4.193573,0.034010,2.290087,-2.249141,4.906921,-3.805855,-1.741019,1
0.696674,-0.455529,4.873422,9.000586,2.572070,8.529036,-5.789783,8.253062,0.991012,9.867609,1
-4.893641,9.382618,-3.551670,4.204858,-2.347716,0.238211,-2.366427,3.985808,0.882260,7.071453,1
-6.581701,4.125635,-1.213185,6.678088,3.149015,0.534161,-5.485934,8.604644,-5.089099,-9.248832,1
4.535849,0.443201,1.818708,4.247774,8.241627,-5.513138,9.817070,-2.468715,2.524362,6.815501,1
-7.498181,8.393295,1.077283,-2.392347,-1.976045,0.192120,6.586710,5.345500,-9.720779,-4.945112,0
-2.185563,7.486028,7.008697,5.155063,9.848677,2.861747,-1.821408,8.407545,-8.196570,0.827140,0
-7.024370,0.003337,6.698445,1.629132,-0.410179,-4.778482,9.995649,-8.722416,9.314287,0.026668,0
-4.456992,-2.202688,6.771905,1.802837,-2.220121,-3.276733,9.530359,-3.138390,3.469722,3.994802,0
1.171281,-2.603703,-2.155138,-2.613489,-8.978769,-7.933578,-8.701002,-4.605993,-2.636728,-9.279805,1
-2.005888,9.628942,2.832072,-7.867766,7.202856,-0.257981,-3.432108,4.353535,-7.952597,0.924963,1
2.387878,-4.924086,8.114738,-9.103246,6.983759,6.835218,1.410171,1.871893,-6.795518,2.271877,0
-0.575060,-3.376275,4.676722,-0.480558,-0.619163,8.325797,-2.701712,-0.543264,10.092499,-5.677513,0
-4.525912,-2.676560,-1.757910,-9.445568,6.513771,5.147232,7.344536,-5.037791,4.045603,10.121314,0
0.844520,1.917225,-4.145322,-7.950999,7.374472,4.223105,8.981958,0.830780,8.472454,-1.947699,0
-7.853585,2.697799,-8.725381,-1.135235,5.230727,7.730943,-5.508602,6.629649,3.045115,4.759387,0
-3.900171,-5.609712,-5.884358,5.415695,7.400056,-5.254692,-3.264483,3.608409,-6.594631,0.380752,0
7.131235,-0.358469,-1.051454,-5.332296,9.050887,-5.766304,5.794028,5.954647,-1.646542,2.019854,1
-2.488086,-4.351005,-6.021335,-0.404812,-7.113244,7.720804,8.308371,-0.827013,5.700240,7.047264,1
