x1,x2,x3,x4,x5,x6,label
3.332429,-1.552118,0.043637,-3.256583,-0.772617,-1.414017,2
0.751838,0.556845,-3.286428,-1.580169,2.154154,9.697032,4
-5.666094,-10.126075,6.618834,-0.815496,-8.606492,8.465182,2
-2.596214,2.007054,-6.749079,2.257153,-1.177235,-2.106155,3
2.419343,-5.338818,-4.591910,3.424757,-8.034918,-5.081941,2
7.565735,3.070132,-5.291469,4.415504,-5.195402,9.145834,4
-3.538987,5.842665,-6.649797,0.631193,-0.896001,-7.988301,3
-9.303706,-9.733319,0.646316,3.068476,5.207736,-5.123589,0
5.160313,8.860285,-6.974228,-3.157551,-2.222565,2.049945,2
-1.074381,3.855735,-6.566475,-2.497722,-9.725858,-0.479545,0
-6.405598,3.079373,7.809718,-0.675765,9.086059,-6.582882,1
5.620247,-6.589264,2.172246,-5.217580,-6.290225,-3.884459,1
-4.397138,6.948543,10.187714,0.258674,-3.772625,0.938584,1
-7.149959,4.062481,1.301524,7.480205,3.475128,-6.036258,3
1.625142,0.216875,-2.608886,-2.789609,1.382571,9.818755,0
3.430213,0.584042,7.330216,-8.873714,-6.720945,7.373301,1
4.551585,-9.993124,1.178824,-3.303774,0.495616,2.391915,3
-7.561029,-5.270100,1.597893,-0.622394,1.404676,-8.405520,3
0.480462,8.361589,-7.261747,3.971879,5.277980,-8.767137,3
3.714833,-9.762410,9.687849,-4.975263,9.852289,0.398950,2
-9.954832,-2.927242,-10.174208,-1.091342,3.322163,3.234862,3
-9.960023,4.890799,-0.281140,-1.280884,-7.208916,1.794748,2
-4.221100,-8.801339,-3.329410,2.334321,-3.597064,-4.026181,3
0.861299,-0.310837,8.272964,-1.483190,-5.466112,-9.825787,4
8.263243,-1.552188,7.252373,4.406527,0.435997,-3.556806,2
-4.767027,-0.485162,-8.795529,6.614986,3.546301,-1.659976,1
-7.770891,9.329672,-3.897167,-1.141075,5.490320,-9.248923,2
-4.111680,-0.973887,6.478877,-3.300482,5.853082,4.336069,0
8.456590,-0.372025,6.778115,5.245478,8.395310,-6.807827,1
-1.376587,5.607298,2.927451,-7.027049,-2.630704,-6.382374,0
1.684221,1.017633,-3.092415,9.323937,1.740838,7.223415,0
-1.367469,9.380737,-9.621359,-3.132911,1.871303,3.460378,2
6.262353,-7.701308,0.238384,0.157264,9.832738,2.187633,1
6.333014,9.526177,-7.127317,-1.629391,5.723950,0.308582,3
3.754478,-4.835636,-4.918945,-0.388775,-9.353363,-6.231248,3
5.686876,-1.148969,10.098872,4.183046,-5.097675,2.598484,2
1.665175,-1.114702,-6.989649,-1.811764,-7.741560,-2.773907,4
-0.903629,-8.476507,7.106505,-5.186744,6.451609,5.414119,0
-2.314874,8.574965,-6.369727,-4.959390,6.051856,9.060538,0
-2.790560,-0.645704,6.581109,5.248619,-2.111923,4.899334,3
5.402563,-9.986782,0.705976,4.764586,-3.960972,-3.090214,1
-2.810593,-3.180009,2.891011,-2.274915,0.184473,3.674058,1
6.932089,-4.948641,3.274340,5.435746,6.842058,-1.002042,0
6.304011,3.692486,-0.665171,-1.537486,5.700614,8.378670,2
8.010704,5.648487,4.633030,-8.832645,-0.211939,-3.906868,3
1.093709,0.193496,6.170515,-5.958339,3.381410,-6.013890,0
1.746292,0.681911,4.851810,1.376656,4.893971,4.461266,2
-1.868262,-3.037442,-0.170902,7.036082,-6.112573,4.925981,1
0.360724,-5.303262,-6.643869,1.933270,4.504222,-9.182131,2
4.840245,4.739913,0.860045,-0.946105,0.287625,-1.124840,2
4.649215,-0.726826,-5.814343,-6.532098,9.629348,3.297761,1
2.922626,-3.956239,2.066261,7.165133,-6.818718,-4.344267,1
4.347687,-4.500232,8.635144,8.638237,-0.655811,-9.856344,4
-7.086513,-5.653577,9.422901,-9.710827,-4.710919,3.862562,0
-2.565055,-3.023098,-3.620893,-3.024188,4.395222,5.141112,3
-9.193959,7.827848,-5.320414,-2.021575,-3.029237,-7.238353,2
1.939421,-3.719989,-5.257959,-3.184993,-9.556322,3.461101,2
-2.922392,5.367217,-9.551945,7.131984,3.269226,9.007201,2
-5.889015,7.620790,-7.497535,2.837138,4.153383,-0.780230,0
-8.457703,2.848496,-5.260909,4.671363,-8.209488,7.766579,3
7.693421,4.680887,-4.313239,3.510807,2.771574,-4.461632,2
5.261954,4.768896,-0.909940,-7.657195,-1.084930,-3.530357,4
7.985127,-3.962653,0.055483,3.045533,-8.422007,-1.168863,1
-6.014466,5.355755,-2.009609,-9.436243,1.365749,8.084148,0
-2.076574,6.860718,0.102400,-9.174685,-0.535015,0.678529,2
3.294128,2.943853,8.566048,9.294956,-2.888554,-0.891167,4
8.407246,-5.458432,8.589544,0.018793,-9.616904,0.104843,3
-3.128716,-3.154362,-2.558749,-5.280050,6.388635,4.131076,4
-2.589420,4.799118,7.680281,-7.002016,8.249303,-9.147111,2
2.942083,6.523478,-8.696461,4.235790,-4.666379,-5.002829,0
7.381991,-1.070501,0.674440,-0.838492,2.411662,4.523143,1
5.295456,8.185509,-1.490745,0.751247,8.092254,-0.571098,2
-8.528097,2.805626,6.699503,-1.078080,6.204389,-5.041776,1
-4.938575,9.640937,-4.424539,6.767133,-4.974081,5.171873,2
-4.880764,-0.897529,-3.236971,-8.822777,2.264055,8.358013,4
6.405182,5.062156,1.263926,-7.456705,6.710764,6.405221,0
-9.057465,-1.047970,7.381773,0.382558,-2.586760,3.895159,3
4.712242,6.931792,4.105554,0.110896,2.141777,-9.148427,1
-6.517231,5.227745,-3.282226,7.035108,-1.512744,-0.993697,1
-4.181704,6.138773,-5.375916,-1.399660,8.712001,-9.460001,3
7.705982,0.659538,-0.252680,-0.182790,5.093383,7.884997,4
-6.502387,2.823105,6.653221,3.200727,0.919327,-9.308945,2
-4.895033,7.938716,0.245230,0.837125,-4.719029,6.298036,4
9.026329,-8.174831,-7.827153,-4.121415,-6.193992,-0.347711,1
1.678817,9.716973,5.709678,-3.442066,-2.248113,9.556853,4
9.327461,1.845919,7.781710,2.572465,-8.623846,3.062699,3
-0.465278,-3.932050,-9.747187,-5.403459,-9.720850,1.583777,4
-5.908791,4.674514,6.718750,-4.409520,-7.632688,-1.866906,1
3.465870,-6.040174,2.348892,-5.348401,-1.325181,-6.294511,0
9.294181,5.428047,-4.686957,-7.973175,-4.797557,-6.088712,0
-3.189605,8.102104,-6.941233,-9.202891,5.865009,3.792783,2
-3.727661,2.446252,-9.591738,5.672167,5.187036,-7.376563,2
-1.852652,-8.207749,-9.370392,-0.431891,-4.826324,-3.212874,0
-0.092555,8.219315,7.547480,-1.880551,3.019364,-6.194505,3
-4.102035,3.153666,0.530876,-0.714488,-7.925215,9.936554,3
-3.958937,0.958756,-6.240430,-3.627495,0.666845,3.164087,2
-7.403053,-3.363019,-4.859878,-0.949282,-6.093427,1.756146,1
5.746218,7.681885,1.362049,-6.282857,3.635819,3.150906,0
-4.038514,1.744560,-2.056841,-5.822310,-6.348029,-2.978487,4
-6.830266,-5.501293,1.731818,-0.814265,6.835909,-7.029664,2
1.600205,-0.997444,-7.795713,-6.992196,3.991688,1.216354,1
-4.973955,-5.876315,-0.503565,-4.791078,6.164486,9.509413,3
2.813903,1.365449,-2.935436,-3.288179,-7.735886,4.703973,0
-6.674364,7.255244,0.490636,7.970530,5.681810,0.196627,4
-3.483514,6.356067,-5.994420,-0.789703,2.552647,-2.608650,3
-1.490565,-1.042822,-9.577652,0.253368,8.913899,-8.777433,3
-5.230068,-6.997067,-1.027530,-2.055906,4.962958,-9.668478,1
-9.346540,-4.094717,-4.163301,-3.392544,2.442541,-1.732284,4
8.348392,-1.448309,1.825007,-8.512971,5.280703,4.210872,2
1.279554,9.699326,-8.597395,-8.176141,1.569301,2.936296,2
3.887408,-0.448237,4.256428,4.327051,-5.773697,-1.049021,4
8.660868,-9.211033,-6.579672,-3.627369,1.559192,-7.675271,2
-6.233159,3.096444,-2.420232,5.219858,1.216709,4.107541,3
4.598791,-0.850443,1.919899,-9.872702,5.533454,-5.888466,3
7.912462,-1.128635,-8.248391,4.504007,2.530557,-1.840765,2
-6.582762,1.510041,8.701505,2.558129,-4.120523,0.518676,2
-1.414835,-3.858702,1.142573,7.099586,3.421476,6.921066,2
-0.002976,2.886398,4.030216,0.407444,9.670469,-1.101170,0
-3.998015,0.337006,-3.449828,-2.703446,-8.461146,7.348840,1
7.622897,-0.236499,-3.080487,-2.827905,-5.608823,3.113609,1
-6.817377,-3.799968,-3.632759,5.790367,4.753108,2.753592,2
-0.686438,8.222345,7.635748,8.136315,3.312409,3.227136,3
-2.936228,3.838600,5.019383,1.866318,-6.250022,3.603918,4
5.661831,6.473853,4.236072,7.545501,-9.044623,7.618235,2
-2.615456,2.025339,0.317820,-7.000215,-4.240838,-8.923635,3
6.481405,-5.814919,-7.340246,-7.775473,2.752808,-1.988646,4
-1.428555,7.816958,1.373708,0.703281,-7.748795,-5.516028,2
3.288331,-9.413041,-2.201829,3.823946,-3.385588,-3.767734,1
-8.846979,-4.009958,-2.052296,-2.052312,0.611492,-6.005927,0
-4.329076,-7.320500,0.457697,-2.370992,-6.182337,-2.260588,3
4.301982,6.595559,-4.145069,-9.780943,7.344552,0.288857,1
7.593605,7.500889,1.218085,-5.992860,-2.595443,7.579707,2
-10.115455,2.077699,-1.479845,-6.266312,9.295627,-5.201555,4
9.526010,-9.068072,3.991028,-7.320826,3.579421,3.544554,0
-10.117937,5.646204,2.787973,9.587810,6.737126,-0.191315,2
2.366045,0.446623,8.794877,-4.700403,5.886700,-2.519034,2
-0.248439,-1.809692,-4.693748,-5.821210,7.962786,0.180589,0
-0.103052,-8.464362,3.460494,6.757661,-2.131257,-8.015434,4
2.656557,-2.859570,7.767042,4.464704,-2.194121,-6.405783,3
6.473327,-9.764754,8.976181,-7.489487,-0.693208,1.137801,2
4.219332,-2.237891,-0.678621,0.710201,-8.733637,6.957976,4
3.228675,0.614739,-4.351456,1.573456,8.736527,0.509168,1
3.324788,-8.783262,8.985344,9.334502,-4.896130,2.786331,0
5.905112,5.665348,5.876098,-6.620680,3.216561,-7.589699,2
7.960306,-9.162639,2.590380,-5.908162,8.867278,-3.776193,0
-5.489225,-7.457211,-4.060699,8.686024,3.337919,-1.058759,1
-0.763901,1.197255,9.206396,6.645248,-9.547916,7.422256,1
-6.183958,-9.736514,-4.562856,4.536159,3.748950,3.841854,0
-4.281711,5.288772,8.156367,-2.095726,2.182887,-5.084160,1
7.074848,-2.364876,1.769332,-7.790031,8.784768,3.713938,4
-9.071944,7.968587,10.072701,1.761527,3.607103,-3.612338,4
7.587957,-7.915555,0.439484,-5.130820,3.397456,3.632595,3
7.582885,2.071634,-6.192453,-2.810773,2.650357,2.911622,2
-5.848329,2.350112,-7.859488,-8.627146,3.586590,-4.663766,1
-8.712029,7.209442,3.130354,9.562536,4.805840,-1.023058,2
-0.298540,-2.068834,-2.728684,-1.627814,-5.199468,2.666400,4
-8.434471,-6.877138,7.795251,-6.449288,-4.863338,-2.112187,0
1.318513,-1.956197,-10.184506,-3.531773,-8.599556,9.008616,1
1.281632,6.678729,3.554158,5.892457,-9.421538,4.107841,4
8.560134,0.279162,-6.274586,-9.381112,-0.793978,2.005308,3
3.449396,4.650551,-1.106496,-1.981344,5.095424,-3.166342,3
1.876406,-8.477315,8.361371,-3.695564,5.878978,7.004787,2
3.392498,-6.803320,-3.432719,4.571489,-1.587420,-9.899049,2
-3.828942,1.022066,0.927879,6.800119,0.389977,3.219122,1
3.568053,-4.716935,-8.923151,2.169374,2.311549,-9.101975,3
5.935024,7.963686,-7.200996,-7.163240,-7.101966,0.832465,3
2.604082,7.981316,8.901433,3.310373,-4.899472,5.343383,1
-7.214663,-2.234345,7.147435,-7.982863,-8.293863,7.236561,1
-7.575683,0.984941,-6.992332,-0.943989,-2.091937,6.854626,3
9.575075,1.756141,6.278505,-0.162735,-2.899774,-6.491351,4
8.469061,-8.056710,-2.916772,6.739789,-4.109197,7.235791,4
5.426351,-5.359999,3.639712,-2.326728,-9.482258,9.624664,4
-3.756227,-3.773134,4.976961,-5.902573,-3.292043,-9.291871,3
4.884039,-8.773523,6.283255,-4.812967,7.258046,-9.637971,2
-1.200553,4.185259,-7.086289,-5.800657,-0.233725,-7.775280,2
-1.140192,7.716428,0.606694,3.290486,-2.206948,2.068672,2
-7.359724,9.691976,-1.699804,-0.409581,5.810646,-4.254106,4
0.251307,1.912024,6.284423,1.047087,2.010705,-7.347204,4
-0.432101,-5.662498,2.286800,8.194853,-4.631088,-1.843673,1
9.317201,6.191591,-5.231264,8.127481,4.781555,0.982039,3
2.043217,-1.734443,1.844956,1.028167,-0.465985,-6.868106,2
6.385855,6.184259,-7.793623,5.223178,4.587658,2.353686,2
-8.423754,7.686768,0.919122,-0.485710,-7.429766,-0.765457,0
-8.414670,3.155721,9.892802,-5.932791,-6.473099,0.936496,0
2.127535,7.932739,3.053025,-5.257521,-3.939704,-9.277547,4
-2.324533,-6.034975,8.892121,-8.998771,-8.993974,4.869444,1
-9.407627,-3.577540,-0.681129,-4.292888,3.431626,-9.130841,1
-3.012443,3.600650,2.388850,-9.255992,7.138581,7.520345,4
8.610258,-0.897218,8.072105,-5.067955,2.895568,0.640552,0
-8.724583,-3.244705,-6.465629,9.037135,1.404772,-3.478868,0
-4.127442,-2.382585,5.330854,0.393354,-9.373573,6.771893,3
1.859981,1.173836,3.761207,-5.536928,-9.671790,-8.248828,4
-6.459637,-3.753515,-6.065684,-3.988403,-5.725285,-8.428127,0
-6.137894,1.306949,7.471882,0.513812,0.712332,-5.801357,3
-3.397454,-5.051930,-5.329782,-6.515643,2.862911,-7.073325,1
1.476558,2.104470,8.161715,0.476564,6.397298,3.817348,0
2.227126,4.550276,-9.023833,-5.537486,-4.847225,-2.800212,0
3.054606,-1.389723,-6.413257,5.132897,-8.483500,-0.060555,3
9.571242,5.056547,8.548730,-6.990394,-4.318826,-1.658617,1
9.039629,-6.665848,2.824701,-1.826117,7.405028,4.494343,0
-6.113196,2.417651,-2.757868,2.680868,3.470706,8.537975,2
-6.497340,-0.741357,2.803527,1.748416,0.387524,-2.333642,1
-2.463258,9.162607,0.804409,0.231669,6.765505,-5.667331,4
3.627495,-0.594846,8.631517,-6.151567,-7.389618,3.407183,2
-4.938417,4.437220,1.447426,-1.413784,9.034822,-9.195071,2
-4.896358,6.099716,7.466038,-1.598409,-5.461770,1.292360,0
0.048357,-1.255179,0.221977,2.630697,0.108626,-8.945386,4
3.442969,-0.244629,8.724111,-7.956224,-9.003446,-9.375516,1
-0.918921,3.911929,-7.229092,0.405091,-5.089883,-7.738647,4
-0.435877,-2.131535,-7.015860,-3.265663,-8.854141,-2.557933,2
9.227346,3.414765,1.656588,8.940761,2.473189,3.889633,4
7.494691,-2.514210,-9.004025,0.991496,8.047974,5.626364,4
5.179704,7.919432,-2.892583,-0.145097,-6.737727,-8.852130,3
9.278574,-8.528588,4.522416,2.640545,6.764150,9.612504,1
7.152884,4.160764,5.468527,8.833176,-0.279543,3.420989,0
3.229854,7.787143,-5.803034,2.447373,-2.211574,7.892876,4
9.695738,9.795815,-8.285287,2.412329,-3.570709,-2.967091,0
-6.505268,-1.957100,1.248030,-7.433967,-1.208574,-1.605161,0
6.995728,7.797572,-6.765598,-4.054832,5.677311,0.884259,0
4.431250,0.042894,-8.860589,-4.057177,-6.597822,-8.608469,0
3.812477,8.276516,-0.711101,-3.114876,-8.456892,-8.683044,3
8.707860,2.042321,1.115587,-1.374692,-1.940595,-4.099884,1
4.495217,1.088843,7.225397,8.360992,-4.495479,-9.764792,2
-5.108680,5.914046,3.956235,0.017081,-7.797224,-1.016676,0
-6.831756,2.520940,-4.174891,6.737212,1.119269,-7.173893,4
-7.785478,-0.457175,-1.773998,3.590494,6.512347,-7.286110,4
6.674500,2.874298,7.165232,-3.638590,-1.766849,7.876746,0
1.874621,1.936335,-2.065750,-3.392301,7.714563,-9.466315,2
-0.336723,-6.569685,-5.802378,-8.453228,-7.652547,-5.834101,2
2.125137,-7.793555,0.051015,-6.483308,-3.870675,-6.140520,0
-2.828079,-4.783719,9.786988,2.337144,-5.355291,-4.504435,2
6.299195,-5.757096,-0.544628,-2.202108,-5.206304,0.254675,2
-9.541048,-2.594127,7.588524,-1.303176,-7.240047,-0.218217,1
8.485145,0.193528,1.027293,4.259653,3.390288,-10.072870,2
-7.503266,-8.008382,0.190593,-7.508465,5.553592,-1.760711,0
-0.602021,6.977451,-8.888477,-0.234509,-8.205930,-6.381885,3
0.618175,-0.327161,-4.479348,4.367018,9.666515,-3.403243,4
-2.463920,-6.744856,-1.234009,-0.745985,-1.328936,7.616364,4
0.518510,-2.020168,-9.572516,-5.162524,2.549824,3.796724,2
-3.715286,8.555345,-9.089323,-5.551367,4.416989,-4.633502,1
-0.780607,-4.827398,-1.956679,1.324682,-4.233794,4.547985,1
7.814378,-9.336998,0.121775,2.476431,-9.115274,-1.011522,0
-8.048474,-8.084082,5.651474,-6.207687,1.087674,9.808004,2
9.797672,-3.857590,0.756103,-3.629252,-4.548217,3.685008,2
8.451817,3.870084,-5.524089,3.379295,2.214494,-3.303296,1
-1.968142,-5.917488,8.091734,-2.126355,5.674114,7.061529,3
0.238239,0.765483,-1.161253,8.195573,8.804327,-1.079185,0
-5.436815,4.961590,3.912725,-2.912689,1.934067,-3.956073,0
-1.256221,8.173048,-1.589316,-6.423393,4.405428,-4.067310,2
4.442970,7.709029,-0.734484,2.864163,-0.110680,9.869930,1
-1.065509,-8.862638,6.709259,-2.385792,1.874081,6.419257,0
-5.071577,-3.813775,-1.623037,1.001472,5.306434,-0.601057,2
-2.065019,5.324148,-1.393442,-4.239510,-7.621183,-2.974171,4
8.179934,5.324312,7.893898,6.994756,5.129341,3.861033,4
-5.079419,-3.729968,4.336738,-3.892028,3.431731,2.673569,3
-4.187428,2.822194,-6.730845,1.889215,7.105546,0.579009,1
-6.666473,7.031918,-5.498900,-3.374063,-4.774768,-3.238814,0
-4.913693,5.647812,5.793824,3.750997,-1.902647,9.907891,0
-8.704303,0.844153,-6.800873,-9.814084,6.525154,-7.386409,2
6.239491,9.221490,3.357518,0.745891,3.868783,-4.580725,4
1.588925,-4.219641,-3.085214,5.157268,6.741277,5.851976,3
-9.405571,-4.819227,-6.529691,-1.617291,3.437049,4.054594,2
-5.936399,-7.090636,5.664839,0.003176,-4.325570,-2.460748,3
8.397146,-2.589202,-3.635459,-3.172216,6.097954,0.453659,4
-5.475920,-1.612968,0.943688,-4.735668,-3.725260,1.580675,2
3.303596,-0.824974,9.974259,1.806588,-5.955197,9.928598,3
2.782294,-5.393801,-7.180141,8.799927,-0.286815,5.838432,0
7.157178,1.555194,-9.197425,3.915407,-3.238124,4.488392,1
8.684979,6.437465,4.082174,7.352030,-8.941240,-6.680456,0
-5.885728,-9.217804,-0.746500,6.163157,4.620186,7.758787,3
-8.117224,5.460789,-6.762018,8.124932,1.924683,8.431845,2
-0.423642,7.776108,-0.697329,-6.979246,-8.900689,-1.216478,3
4.219150,-1.239318,-6.966474,0.472282,0.459844,0.655359,3
-5.741555,2.353206,2.597936,-7.461341,-8.600105,-8.255816,2
