x1,x2,x3,x4,x5,label
-0.373586,-9.956661,-9.764541,-2.704865,4.440374,1
-1.923490,9.575892,-9.885946,-3.738063,-3.737489,1
-4.092868,-0.095516,-6.622069,-4.827812,-0.748405,0
9.719488,-7.507649,-8.927648,1.109069,-2.126694,0
-8.979877,-7.158402,6.736219,4.002852,-3.318855,0
3.555762,0.593851,6.320701,7.705570,-4.675879,0
8.045267,4.008084,0.056164,1.452762,-4.143762,1
-0.335653,-2.127730,-6.233941,-6.256105,-0.441481,0
3.688422,-7.431810,-3.595245,-2.143763,1.503975,1
9.522977,2.017939,7.192633,-1.592368,9.735808,1
-1.659434,-7.488179,-3.406336,7.963129,0.622002,1
4.828889,4.666293,0.002401,-1.884908,-5.755946,0
6.650647,-4.288177,-5.353396,2.818049,-5.899996,1
-5.560492,-2.632019,-6.538485,5.646897,1.594220,1
2.791362,-4.700558,9.482848,-6.905940,8.369901,0
0.437014,9.959861,0.383209,-6.397107,1.545468,1
-10.020605,7.886330,-4.433141,-0.108306,9.957874,0
-8.803883,-7.784069,-7.193003,4.192575,4.253317,0
-3.572995,8.948533,0.927343,-2.685376,6.374958,1
3.524118,0.443218,6.425144,3.770052,4.358674,0
-0.757878,4.740655,-8.918023,6.853631,2.898421,0
2.403898,5.613462,6.764744,7.153871,-5.611509,1
7.566934,-6.222437,5.536626,-4.468723,-6.504160,0
-1.413547,-3.812273,3.486976,0.837735,-9.186713,0
0.592860,-3.521116,6.791484,-1.495069,7.631837,0
0.707767,6.557220,-7.531164,9.837257,7.473108,1
-4.816647,-8.936967,-8.941122,-2.210124,6.701754,1
-7.123734,-3.208463,-3.008686,2.299684,0.801047,1
-5.575614,-0.826198,9.969621,-2.995603,-9.501195,1
0.774019,-0.909475,-8.080177,-3.442367,-0.600025,0
3.292437,0.568030,4.772710,4.236304,-0.054334,0
-0.299584,-6.517963,-8.162386,0.402303,9.213858,1
-3.651881,7.289127,7.410146,1.708950,-6.969983,1
-2.199581,8.056689,-1.226320,5.847158,3.257844,1
4.211622,-9.515627,-2.674968,8.541475,-7.495010,1
3.520520,-4.441777,-2.606262,8.721680,1.427153,0
-4.870578,-5.001277,5.071317,-6.962871,8.403155,1
6.984635,-9.046581,5.695614,7.746126,-0.520605,0
6.900476,7.990985,8.705811,-6.391788,-4.552972,0
-3.423094,7.403873,9.245548,-5.789930,4.461061,1
9.705651,3.972699,-3.584982,-9.360184,-5.395167,1
4.839341,-6.162276,-2.180830,-2.439209,9.239034,1
7.376318,2.258117,7.773641,6.076143,9.082810,1
3.091827,-5.009139,9.430845,1.981062,-6.159786,0
-7.106160,-5.372351,-8.687976,6.714848,4.811314,0
1.598950,-0.503705,3.592521,1.284540,-6.452653,0
-4.251003,3.145735,-6.839059,-9.890551,-2.705081,0
4.588633,-7.438686,8.532005,4.311227,3.161477,1
5.436879,3.293715,-5.974630,5.449545,-6.569999,1
-9.426400,8.774359,-7.218151,7.591024,3.548501,0
-3.046211,7.985021,9.250976,-5.124214,9.412442,1
4.955573,2.449602,6.237615,-1.720785,-5.114245,1
-0.855487,5.855848,7.679740,-3.879818,-5.679022,1
-4.610456,-1.509472,-6.362505,-7.360155,-0.357591,0
-5.147930,-6.787860,9.456693,-0.611584,2.347695,0
-0.494623,-2.364170,-8.819141,2.070950,4.642626,0
6.971019,-2.557482,0.664606,3.243886,6.042059,1
3.927691,8.218350,6.386593,4.814973,6.903657,1
-2.822217,6.694403,8.386226,4.323311,6.244530,1
-4.343196,9.560805,-2.340281,-8.571256,3.751124,1
-9.043060,-8.045571,-1.490483,-4.681798,-3.241329,0
6.481956,-0.991727,-2.689711,-1.263076,-2.016229,1
-4.479214,1.097158,-0.934749,1.673243,-7.019170,1
8.033663,7.312044,-9.676209,-0.542921,1.819829,0
0.102979,8.363613,5.290366,5.459193,-1.728185,1
7.575206,-7.329527,0.563944,-7.003904,0.186841,1
-6.533960,7.923859,0.678926,-7.461538,-8.661233,0
-0.925152,2.361878,-3.231518,-9.226526,-5.396755,0
-6.585162,-7.406493,0.346065,-1.557697,-9.742737,0
-1.625106,-3.721319,-0.485572,6.530409,1.764460,0
2.788235,5.158127,-8.037558,0.703678,0.698876,1
-3.869359,-2.282226,6.675123,-0.592440,-6.109418,0
4.944982,1.270997,-0.612915,5.872438,3.019351,1
-7.287954,6.056751,-0.175612,-7.990815,1.211598,0
8.918391,-9.130161,-3.074219,-0.193489,-8.250622,0
-2.786822,5.816162,-1.844306,-8.992373,-5.067603,1
8.982005,-6.492383,3.690582,9.446315,-3.449266,0
6.228075,-5.342260,-0.132964,2.654671,-2.306210,0
-8.473102,-3.968640,8.353135,-2.522097,-6.865079,1
1.226698,-1.795900,-9.995753,8.757746,8.505431,0
3.949286,0.511062,-1.811054,-2.703704,5.004419,0
1.938828,5.784029,-4.354065,4.545480,-1.808371,1
-2.104734,5.786061,-5.584355,-2.142711,2.051134,1
7.682796,2.497452,-9.243136,-9.858313,-0.049841,1
1.992316,-3.130423,-8.541094,-2.313106,-2.039004,0
5.626441,8.253156,2.392503,6.442144,-2.197581,0
-6.132778,6.168097,-7.554141,-7.372620,9.070550,0
-7.328954,-5.793479,-5.621148,5.089065,8.700714,0
6.721221,-1.128499,9.362948,-9.265791,-3.714398,1
7.277830,-0.306207,7.329085,0.570358,-2.128592,1
7.845607,-3.552949,7.742793,4.584335,3.744245,1
5.927854,5.954586,2.115020,-3.200895,-9.680106,0
-7.164552,6.549765,6.766934,3.130414,6.819374,0
-3.072339,7.030201,-9.665192,9.350777,-2.312605,1
6.366135,5.331107,-1.450267,-7.362742,-4.806022,0
-1.480451,-0.178742,-1.294529,-4.189638,-4.479596,0
2.995839,7.264676,-7.091334,-9.779667,3.746450,1
2.343070,4.018383,-0.820523,-7.614906,-0.916879,0
-0.703139,-5.984385,-5.583010,-6.279924,8.955904,1
1.620537,9.289481,4.773103,-6.291707,5.805381,1
2.507967,-6.988833,7.743620,1.429569,4.809764,1
-8.120178,-3.213599,9.832490,-4.882457,3.739777,1
7.602607,-7.960102,5.816640,9.414834,5.449733,0
1.975093,7.745425,-3.243902,4.102446,7.012193,1
-7.846120,0.866790,-6.927735,-8.492165,-0.931331,1
-0.145478,3.489332,-4.776723,-1.258344,6.647265,0
-2.323106,-8.736114,-5.475583,2.089998,-2.081823,1
8.339174,-6.748660,0.291338,-1.291985,2.654782,0
6.892667,-5.207207,4.265467,0.879388,2.474717,0
-2.206234,6.511574,-0.789398,9.745459,-6.542530,1
9.865165,-10.097868,-8.560734,1.982797,-3.919074,0
9.832834,8.173222,-9.281545,6.151454,-5.004388,0
-4.573811,-1.551734,-9.977626,-1.238420,-8.701550,0
0.507843,1.346285,7.812362,2.182842,-4.951927,0
0.119207,9.018641,-8.874101,-0.374813,0.662149,1
-1.871520,7.846972,9.647281,-4.832608,6.121595,1
0.007329,-9.883020,0.356346,-0.823016,7.376922,1
0.735228,4.928274,3.039617,5.670816,-2.286994,1
5.430534,-4.207084,-2.198156,6.600237,-2.627207,1
-3.099534,-3.741918,0.403225,7.729062,-4.268779,0
-7.792666,4.821163,-2.972386,-1.771113,-9.125204,1
3.307830,-1.067688,-7.938303,9.050386,8.491236,0
3.806159,-1.734732,1.392789,-1.801184,0.910294,0
-0.541557,-8.990545,-8.206007,-3.419842,-9.738928,1
5.709523,-3.376962,-4.505558,-1.650065,0.496975,1
-7.778084,-8.056318,8.715297,-8.876227,-5.776493,0
-2.066622,-7.510651,-5.192119,6.375308,-0.803703,1
-7.820288,-3.549649,-9.652577,1.707731,-8.767186,1
-9.841658,-0.338304,2.696082,6.673650,-7.257804,1
-3.676516,5.459336,0.018605,-1.594540,8.159483,1
-0.816606,9.705643,5.831167,-7.433163,1.095984,1
2.648854,6.579160,-7.691849,-6.722060,-0.246437,1
1.176431,3.694871,-3.612180,-7.997146,7.136293,0
-3.649627,-7.146839,-9.556898,9.698022,-3.535959,1
6.876998,9.793158,-0.880608,9.411624,6.372488,0
-1.394550,2.150032,-0.154962,-9.216342,-4.849061,0
-3.785081,1.006529,-9.001373,8.181914,-4.104609,0
5.354735,-3.631958,-5.790561,9.162150,7.157043,1
4.628638,-5.210322,-1.239429,5.497119,-2.946465,1
-5.880908,-8.323226,-5.693325,2.971555,6.215927,0
-8.279427,8.943154,1.134763,-6.392053,8.268639,0
-7.512922,1.361014,2.590143,0.401204,4.008186,1
-4.325859,-3.366439,1.948831,-8.645177,2.575612,0
-2.579503,-4.308738,2.317755,4.069242,2.823689,0
-2.368285,-0.910855,1.578365,5.965341,7.875860,0
-7.306159,3.002259,-6.058469,0.429663,-5.531905,1
-9.093052,0.849535,-2.997436,-4.130593,2.105601,1
8.052212,-5.435541,9.817355,-4.454846,4.791122,0
-4.819565,8.153591,-5.573135,5.711793,-8.725127,1
3.790298,-4.518317,-2.681361,-7.548618,1.020615,0
2.654358,0.429977,2.518254,9.760409,-7.515697,0
-10.027534,3.890192,2.779993,-3.766361,4.454281,1
3.304537,2.435639,-6.832655,-0.955311,-5.697136,0
-6.186200,3.962801,-0.118711,5.398622,-7.212368,1
10.023965,5.365780,7.221969,3.161870,9.662018,0
8.291938,0.191459,-8.145092,2.917162,3.900211,1
-5.334112,-2.370858,-7.637395,-0.326431,-3.360855,1
4.787247,6.935699,6.666297,2.162406,1.266362,1
9.126279,-7.223514,-7.421772,0.338257,-0.450150,0
-6.466681,-8.051271,3.673704,5.076991,1.386390,0
1.656174,2.480635,-4.765281,-8.978710,1.295631,0
6.395676,-6.752400,-3.943671,-9.963919,-1.578129,0
6.665990,7.423658,-5.730076,-3.946695,2.211504,0
-0.155825,2.405933,-7.966360,3.542825,-8.896870,0
-0.895588,-4.185213,-6.539895,3.395448,5.528088,0
-7.945824,-6.712967,3.866862,-2.798422,-5.957210,0
1.596347,-5.410733,8.619955,-4.421269,-4.737608,1
5.618336,-5.138663,-1.057552,8.784570,-5.194862,0
-1.870368,-9.119385,2.615347,6.150909,6.787371,1
-3.824607,8.030695,-5.477186,-3.683509,0.996984,1
0.493006,-6.409156,1.909999,-4.933369,-4.487685,1
3.168206,-7.676845,0.613659,3.940678,-0.107399,1
9.049153,3.082139,7.791772,1.141681,7.399555,0
-1.146987,6.221612,-5.958951,-1.666198,-0.909623,1
3.574507,0.754316,-4.108124,-6.849592,8.450823,0
5.160992,-0.153419,-5.365727,1.897118,3.819955,1
-2.944766,0.601930,2.575521,3.251732,6.050687,0
-7.220297,-2.497975,-5.428679,-3.155257,-3.890739,1
-2.063929,7.580278,-7.634747,3.198626,-4.021934,1
1.373253,-7.759348,4.052033,-1.338189,-7.847447,1
-9.948331,-0.217294,-5.117188,-6.245238,-0.216692,1
-2.398342,2.546331,-6.241167,-6.714748,-3.823291,0
6.451257,-1.915642,2.160998,-4.426331,-3.193098,1
-2.053348,-8.448747,2.181436,-5.483750,-9.279207,0
5.599618,7.972591,-6.393692,-5.307267,-0.705837,0
-7.477503,3.093097,-1.440715,-6.679405,9.569246,1
-1.622115,5.478351,-8.983405,-3.800915,8.172205,1
0.125512,4.424940,-8.370143,3.826510,6.858966,0
4.617765,-7.968749,5.029996,-0.486974,7.626241,1
6.196253,1.943032,6.465478,-5.540422,-8.706300,1
-5.881852,6.462300,8.506197,-9.531018,8.917991,0
1.511706,3.937569,6.735092,-6.641503,3.920399,0
0.411043,-8.836765,-6.196541,9.964913,9.682411,1
8.824495,-8.456877,-2.400853,-0.654803,-7.035013,0
-4.119639,-4.748639,-5.025942,0.464470,-4.624224,0
6.182684,5.134935,-1.209654,6.109606,-5.573716,0
-0.630707,0.448370,-0.303996,-1.643531,-9.512315,0
0.095922,9.127708,2.359217,-3.908296,6.784495,1
3.967490,-6.905369,4.661886,-0.087221,3.020683,1
3.139292,7.507811,-8.696537,-5.060999,3.650202,1
1.000747,3.709420,-9.957910,-5.997638,-3.263883,0
7.096491,-1.479684,3.968031,3.185442,1.599899,1
3.828890,8.243945,9.880227,9.599916,-3.350763,1
9.742178,6.346419,-7.896604,8.065549,-1.399752,0
-2.626471,-8.058497,5.865601,1.244669,4.699698,1
5.782245,-4.474277,-8.956821,5.063476,-6.278468,1
-3.236428,5.505931,-0.053977,-8.874928,2.515269,1
-8.516021,3.647702,-4.082675,7.732067,-4.082276,1
-3.082363,-10.071114,8.284043,-6.132852,-4.135035,1
-1.967530,-5.785425,-8.344649,-2.452806,2.174350,1
1.405994,-1.318956,-6.553602,-3.996707,-5.997760,0
1.315833,-8.932218,4.282554,1.851180,-5.331922,1
0.379389,7.051477,0.172601,0.286943,8.173818,1
6.409115,0.231216,8.981456,-5.433184,-6.930772,1
8.845972,-2.563443,9.314771,3.604290,-7.742033,1
1.286087,-2.459281,-1.887300,2.606924,-2.703761,0
3.432044,8.543216,-0.169736,-8.106816,5.659717,1
6.294295,-3.307863,5.969825,-8.439807,3.839871,1
-3.524691,5.298661,7.738538,-1.097220,-9.333330,1
-4.669005,9.387626,8.484929,8.873390,-6.120858,1
1.741946,7.499837,4.436933,-0.910245,1.524908,1
1.700179,7.952897,-9.815459,-9.702307,6.041489,1
-1.719600,-8.050826,3.582308,-0.725061,-4.273977,1
7.128544,-5.948345,0.080040,-5.450897,1.876863,0
4.168958,4.238579,-4.194856,6.749434,8.150529,0
-1.775780,-5.745209,5.179523,-5.399871,-2.958216,1
-6.729052,8.693088,-3.962805,-4.894009,-7.277151,0
-3.226065,-0.752947,8.524286,5.975309,3.042973,0
4.371316,5.504094,-3.385744,-7.533326,-3.679151,1
9.416124,5.817971,-9.562488,7.868957,-1.623219,0
-0.523231,1.444176,-7.784879,2.215840,-1.021061,0
-1.986442,-3.757086,-6.521604,-1.150601,4.646341,0
-5.209534,10.034905,2.190348,0.991997,-8.874096,0
0.539302,-9.005716,-6.855984,3.769521,-0.805850,1
0.925306,4.047543,-8.898184,8.358320,6.618008,0
1.919077,8.902802,-4.749366,1.549098,6.164265,1
6.861316,-7.218747,9.174310,-9.816692,-8.962763,0
1.302299,7.811438,-8.430503,-6.138772,-5.035567,1
-9.713859,-4.983377,-2.246748,-4.909211,-5.113114,1
-0.940630,1.270291,6.271056,1.184518,5.035099,0
-8.048706,-8.697852,-2.225761,-8.226724,-6.582370,0
-6.626771,-5.346864,-3.827281,-8.590399,-3.019936,0
3.056891,-4.940587,-5.134011,1.237914,8.293613,1
-0.455049,4.440865,-3.996538,3.954622,-6.548728,0
6.545592,-0.621027,3.625050,4.659764,-7.266519,1
-9.348172,-7.305031,5.429976,-3.612026,-2.809053,0
-1.278058,-9.126396,4.104991,-4.617030,-0.112047,1
-4.243985,2.649668,-3.037607,-1.893581,0.554413,0
4.543818,9.176523,2.070296,7.664431,-6.968207,1
4.571283,-4.753477,-4.937630,1.495131,3.857974,0
7.738761,-3.398117,-0.051332,-3.242068,9.562624,1
-4.803110,8.195193,-4.187875,7.593785,4.593710,1
-0.461143,-7.521426,-9.950800,4.769473,5.423138,1
-7.435386,3.811394,7.782431,-9.283985,2.371338,1
3.589997,2.950113,0.256782,9.325929,-5.238961,0
-4.787351,2.921031,6.094738,-7.813780,-5.280488,0
8.123205,-6.309152,-9.369193,5.029087,-1.370994,0
-3.402431,-2.941770,-2.066871,4.348300,0.711541,1
-7.787655,5.452351,-0.530962,-6.558407,-6.628341,0
1.062998,-5.879821,-6.593900,3.548481,3.811794,1
-2.572735,-1.764737,-4.549101,8.347660,-3.229883,0
9.167350,5.078437,0.758934,-1.036531,8.793715,0
8.984997,-4.460114,4.974130,8.492836,1.784854,1
-5.243195,4.462655,-2.005371,-2.877906,4.676264,1
-5.091011,-6.680380,9.219140,-8.894368,2.106672,0
-3.843411,4.999913,9.550918,8.799589,2.115060,1
-3.189265,3.751639,1.597462,7.264825,-0.599704,0
4.788867,-2.476439,-5.589710,2.228969,-9.590811,0
-0.285377,-10.090265,-4.748677,-1.010253,-4.773267,1
6.460185,-8.290073,7.274319,-7.716680,6.140067,0
-2.969317,3.423780,-0.655173,-3.740866,-8.222575,0
-0.774520,7.130831,2.091091,-5.536243,-5.942526,1
-5.758955,-7.150723,8.957940,-6.377613,3.289068,0
7.290424,8.453062,-1.745557,-0.543502,-1.562016,0
7.329158,-5.762232,-4.160337,4.770522,7.756775,0
0.776515,4.302759,0.041669,2.897524,-8.994334,0
-0.648979,-1.653840,5.170641,3.964681,4.334746,0
7.709713,1.609957,8.970941,3.123363,3.239972,1
-7.583533,7.803379,-3.381862,5.281835,7.861130,0
-3.004624,1.970267,-1.614938,-4.825849,2.633167,0
-3.506816,-8.215618,-2.731461,4.470751,9.187475,1
3.227908,-8.861221,-6.514004,2.916734,7.149353,1
4.647156,-7.145219,-1.250431,2.307760,8.242787,1
-1.416326,-8.585408,-3.866538,-6.154810,-0.371854,1
1.707902,-0.162708,-1.849523,1.537536,0.579514,0
-7.741224,-9.551564,-7.106746,-3.548333,2.335052,0
-3.171942,-4.279334,-2.341792,-2.352145,-3.334160,0
-9.953406,-2.345624,8.779753,0.630582,-9.430747,1
-5.083083,-2.861654,3.700857,3.812622,8.982697,1
5.262673,0.774212,6.973136,8.310580,-9.791146,1
-5.973950,-4.629460,5.866531,7.415318,-2.270148,1
5.404623,5.288067,-8.113806,-2.109239,5.176713,0
-7.235719,2.247037,-7.974221,4.399184,-4.389530,1
-2.838396,-5.923393,-3.168679,-3.235812,-0.618553,1
4.611003,4.112815,1.779724,-1.015394,-5.515922,0
-5.641754,-0.797772,7.880687,4.363694,-6.750967,1
10.044312,4.817158,5.113938,-8.591518,4.341475,1
-6.923188,3.339767,-3.345093,-1.049649,0.132501,1
-8.185990,-4.129647,-8.060938,-5.268064,-9.135592,1
9.680848,9.865908,8.927386,9.100753,-2.415565,0
-6.585751,-1.100971,6.794330,-4.559651,8.897359,1
-6.312837,9.150528,0.305682,3.640105,-7.008634,0
3.744263,-8.071623,7.077576,-9.253074,2.695066,1
-6.671830,-6.192893,-8.417494,1.007891,3.595116,0
-3.448696,-8.719572,9.743902,7.061491,-4.037656,1
-2.438223,0.875573,4.088405,-0.075619,5.664529,0
1.552105,-2.944870,1.205344,8.795290,-6.250030,0
-3.201341,3.899130,6.918815,-7.581615,-7.232288,0
5.594310,-7.729652,1.339985,2.407762,-8.786233,0
2.882573,7.591777,1.601238,-3.185015,-2.951334,1
2.474607,5.736666,-5.085139,-7.910013,7.749906,1
9.922126,9.001019,7.968973,6.277430,-4.455640,0
-1.165585,5.428962,1.146541,6.575538,-3.633463,1
5.258097,-8.057654,-6.432565,6.028423,9.499617,0
1.705692,3.678366,3.494868,-3.718848,2.284932,0
2.954540,-3.925266,3.099024,-2.155084,-1.075670,0
4.024179,-5.846034,2.613210,4.093480,1.082203,1
-7.393334,1.600393,0.852111,5.706929,-0.604543,1
8.253478,-2.649637,1.053128,-8.091340,3.810975,1
-4.880379,-2.061275,-3.468417,-1.892850,8.595605,0
8.515915,1.417765,6.758194,9.187791,6.812518,1
6.283870,1.285656,-4.101743,-0.184355,-0.827533,1
-7.973870,6.377874,-4.827868,1.341651,9.755925,0
-0.601330,2.039712,9.761297,1.937754,-4.792330,0
1.252205,-6.187810,-7.911472,-0.904041,2.994864,1
0.203828,0.980011,9.771326,3.400088,-1.983232,0
-7.878473,1.841781,-6.769831,-6.333409,-9.750297,1
0.236511,-4.596762,3.618927,1.114550,-1.399174,0
-0.223747,4.065845,-4.538909,-7.088906,-7.545935,0
-3.761753,7.407666,1.910337,-5.931681,3.309737,1
1.740938,-5.023751,-8.592939,-1.513892,-7.201174,1
8.800034,9.591609,-2.559898,-4.226406,6.663042,0
-5.121421,-6.411951,-4.850878,-9.228571,-2.316282,0
-4.798177,-3.844901,3.668072,-7.866584,2.750195,0
5.242929,-3.981228,-4.672225,-7.353434,9.024926,1
-4.258168,-2.762810,-9.650271,-5.986044,-6.626362,0
0.167193,2.343321,9.219313,4.255847,-0.943808,0
-0.484911,-2.176728,7.387937,-4.757398,1.305546,0
0.609692,-2.158938,6.773719,6.864096,-8.390345,0
7.956568,-2.074274,5.117442,-2.416974,-0.650702,1
-1.432996,-9.083518,3.756147,-8.891218,-8.112601,1
-0.736533,2.759600,6.442181,-8.345402,4.722920,0
8.706248,-3.409488,-8.185640,2.183946,-2.373990,1
-0.098320,-6.282427,-5.349138,-1.315649,5.093071,1
9.286325,-3.539938,1.033059,8.474674,9.039731,1
-4.788399,2.117142,1.423636,-8.761084,4.793531,0
2.191266,-0.934587,-0.136385,9.919414,-7.717619,0
7.521093,-0.460882,2.659420,2.056340,-0.247868,1
2.257368,-1.540548,7.050865,5.970600,-3.719722,0
-6.190324,5.439590,-2.025636,-4.869065,9.559240,0
-6.435815,-6.038887,-1.652409,-5.272005,6.456442,0
-1.698259,7.197956,5.837963,7.386558,-7.511170,1
-7.056445,-2.274466,-5.821810,-9.053560,4.104097,1
4.211264,4.062499,2.809637,5.019146,-2.529053,0
6.536528,5.819338,8.303893,9.759823,1.442692,0
5.661009,-2.425300,1.212546,-0.344146,8.781375,1
7.048665,-1.709683,0.362273,-7.395394,-2.640983,1
8.512850,0.798299,0.298293,-8.826997,-6.997007,1
2.990644,8.196592,-3.149626,1.733424,3.454529,1
4.433972,6.520281,6.802459,-7.083229,8.941716,1
9.554116,-5.671349,-7.936891,-2.416158,3.766783,0
8.718389,2.901172,-6.347042,1.187692,4.280992,1
-3.349694,1.287650,5.504453,4.723470,1.901314,0
6.292632,-7.073521,2.867880,3.283535,-8.848731,0
4.630126,6.656617,-4.795282,-2.169356,7.997160,1
0.967157,2.603661,2.267525,5.325624,-7.299237,0
6.476314,7.610064,-1.500248,1.378859,2.096443,0
-0.241915,9.538868,-8.691029,-0.481315,-5.726973,1
6.131311,0.881589,-5.349224,-5.552646,-6.026364,1
-7.619269,2.666057,-1.831440,3.167253,-5.503993,1
-6.937543,-3.104053,2.649578,-8.361260,1.038988,1
-4.870110,6.719280,6.671952,6.869937,7.931216,1
5.014336,-3.155445,7.634016,7.703668,4.335821,1
-1.768811,2.054402,5.096735,-5.806173,7.386996,0
-7.641279,4.296650,3.346687,9.627114,6.296055,1
7.910618,9.627081,7.539387,-5.790650,-2.641465,0
-2.964810,2.879138,-9.439336,9.594862,-4.902481,0
2.883804,-4.955644,-1.119399,6.467546,-8.592599,0
-4.390552,-8.910677,0.458948,2.651608,-6.958879,1
5.928027,-0.297000,2.038275,-5.866766,-9.543701,1
5.402688,-9.047477,-1.588823,5.000825,-1.594886,0
7.050273,-7.064379,8.027372,2.294491,-1.794149,0
9.824781,-5.794645,7.578185,8.725478,-9.451727,0
-6.948862,-5.010014,8.141018,9.051309,-7.454395,0
-4.150477,-5.798540,0.822715,-0.734873,-0.082775,0
-4.199757,-0.788729,1.269174,-1.458092,-6.705308,0
7.480958,9.846372,-0.766992,-3.490914,2.995301,1
9.828716,-5.511746,8.860768,3.734332,5.079050,0
-4.556192,3.295642,4.058394,1.187856,0.924401,0
-4.049250,-3.615930,7.571706,-6.670956,-3.910190,0
8.400764,9.214058,4.191530,3.897164,8.583653,0
-6.338797,-7.196105,6.115693,3.854334,-9.667328,0
-4.679103,8.302968,0.793087,-7.104096,-0.849276,1
5.989731,-6.305735,-4.823085,0.381880,1.338235,0
8.202527,-4.705681,-9.314113,7.492491,-7.722534,1
4.593989,3.305696,8.637333,-8.032392,-9.141064,0
-2.058315,-4.274981,5.558563,7.514242,1.738297,0
-2.156126,-7.280211,-5.137056,9.617754,4.499355,1
-8.880561,2.909526,1.292155,-2.313294,4.181177,1
9.920924,-0.844512,7.737644,6.450814,7.682226,1
-7.336108,7.226627,8.351232,0.069307,2.782537,0
10.255303,5.056079,-4.045558,6.439996,2.043330,0
8.827881,-3.196846,3.817592,2.334703,5.272957,0
-5.467090,6.931277,-7.004043,-1.532069,-7.557574,0
1.058921,6.777237,1.853164,-4.690636,-3.394668,1
2.772600,8.776985,-7.740145,3.338957,9.126852,1
1.255890,-1.252758,-9.167072,-4.094036,-1.810634,0
-9.133780,5.076617,-8.840970,5.615172,8.028376,1
5.887031,5.694894,-2.384957,5.193103,4.108759,0
4.092371,-7.337606,8.525138,2.626265,-3.240069,1
4.944782,5.932275,7.221569,8.436350,-9.296663,1
-3.564902,-3.601874,0.210062,2.293257,-8.822879,0
-2.755225,-6.379141,-0.220473,5.279620,7.039216,1
8.040197,-9.764902,-3.745101,-0.808639,-6.279561,0
-2.776752,6.197995,9.445238,-2.647134,1.950269,1
-3.359479,1.789986,-5.691195,0.720487,-9.239575,0
3.956534,-9.308888,-3.175454,6.117956,6.019187,1
-7.094254,4.880119,3.537834,5.856996,-1.681943,1
7.894223,-8.050870,-5.519757,3.227595,2.579606,0
-7.417918,5.292443,0.291939,4.695966,-1.073703,0
1.812665,-2.215830,6.750427,3.937642,9.290124,0
9.495181,-2.180457,-2.452541,5.658866,-1.487819,1
-1.127885,-7.965915,1.864110,-0.489175,-6.375765,1
-9.203167,-9.021334,-4.798954,-7.902799,4.326984,0
2.536027,-8.914589,5.104458,6.330463,4.376649,1
-3.811031,6.277224,6.070097,8.853968,4.224075,1
-4.911911,-8.972999,-3.278421,-3.001258,-4.572547,1
-7.577515,-9.426498,-9.412722,5.428180,-0.461123,0
4.550374,-9.298508,0.571820,2.127446,1.714705,1
7.658489,1.095239,5.045207,-9.975141,3.754122,1
-5.320674,8.034351,-5.537490,9.051858,-8.862688,0
5.642075,5.552827,-5.272353,-2.234804,1.217135,0
7.843015,-0.345247,6.296480,7.983721,9.594483,1
