x1,x2,label
0.255246,-6.682725,4
-6.404303,-3.378471,3
-1.314871,-0.480836,3
1.068895,0.279980,0
-6.825310,4.226181,2
-2.005209,6.832968,1
2.082957,-4.834758,4
-6.134642,-5.538564,3
0.461122,6.728618,1
-5.226010,6.210642,2
-8.944704,-3.619952,3
2.865493,-2.855398,5
-1.786372,7.871649,1
-6.963737,-2.340241,3
-5.222447,-5.329623,3
-2.708157,-6.848501,4
-8.432871,-4.224682,3
6.409895,-3.352019,5
3.955673,7.076855,1
-1.113935,-9.086173,4
-9.266150,-0.026930,3
4.465984,-5.319679,5
-1.897316,-9.215433,4
2.024504,1.374278,0
-1.085468,-5.660289,4
2.376130,-8.952486,4
0.218272,9.730111,1
-2.518166,8.940491,1
3.120063,-8.515599,4
-0.167966,-0.670007,4
1.800566,-1.394923,5
-0.740591,6.634309,1
0.809779,-7.874992,4
2.989206,9.526612,1
7.418731,1.824793,0
7.602295,5.335262,0
-4.949158,4.977961,2
-5.124996,-0.567066,3
-1.352772,-4.685912,4
-0.591250,4.921774,1
9.566349,-2.558757,5
0.996893,-6.173042,4
-6.974753,-5.267789,3
-1.573966,-7.145863,4
1.530768,-7.233925,4
-4.137874,-1.284200,3
4.611426,4.796384,0
0.296128,-7.760748,4
1.809856,3.990993,1
-0.085237,5.399046,1
-0.284412,-1.806736,4
3.137827,-5.780323,4
-9.997382,0.625126,2
6.132849,5.361118,0
-4.422437,1.421452,2
-1.210289,7.526110,1
1.243071,-1.655314,5
6.692044,-0.744947,5
2.018821,-2.013039,5
4.689153,0.253432,0
-2.888681,6.841786,1
4.217545,-6.405330,5
-2.130401,0.756347,2
-4.163937,-2.923157,3
-0.787956,2.008788,1
1.169313,6.083743,1
8.740274,4.490615,0
6.764463,-2.442944,5
-1.611462,1.106835,2
-5.963232,-2.780316,3
1.901551,5.297179,1
7.225007,-4.367805,5
-4.991464,7.909483,2
0.464268,-0.196892,5
3.799044,-4.008739,5
5.465295,4.712258,0
9.049689,-1.369786,5
4.906977,3.108099,0
-1.243640,-0.846957,3
3.632989,3.658441,0
-7.638630,1.498458,2
-0.881750,-7.239822,4
-2.145651,7.170470,1
1.271862,-8.210086,4
-0.980069,6.402533,1
-3.361736,4.331584,2
4.735359,-8.359900,4
1.122294,-4.912474,4
1.777734,-8.251176,4
-4.513750,-2.947180,3
-5.873512,4.347763,2
7.040575,5.447153,0
8.440602,2.188755,0
4.621708,4.269132,0
-4.836001,-3.072106,3
6.161819,-5.051620,5
6.489746,-3.704344,5
-1.262206,-6.181514,4
-0.300518,2.033008,1
5.462225,0.313102,0
-6.686541,-1.652935,3
8.761311,2.052621,0
-1.681043,3.678192,1
-4.210317,1.351309,2
-8.761268,-0.975543,3
1.664593,9.390199,1
-4.529271,8.211369,1
6.797879,1.125372,0
7.321595,3.800509,0
-4.255852,-6.745573,3
-3.496215,-2.329970,4
-0.051086,-3.757600,4
3.637563,-6.405981,5
-6.936573,5.694460,2
0.318201,2.107272,1
2.720683,-4.210755,5
5.750886,4.223802,0
0.879490,3.824226,1
-3.417839,7.027418,1
4.796258,-8.660056,4
8.300973,-1.508077,5
4.364399,-0.206963,5
-9.053321,-1.458256,3
-0.005621,7.279333,1
-0.438624,-7.840196,4
6.123340,-6.954033,5
-4.325876,1.050105,2
-6.452407,-0.147553,3
7.984953,-5.322012,5
0.388357,-0.501302,5
-5.705824,4.500656,2
-1.126439,-2.346863,4
2.232906,-7.933104,4
-9.188089,2.545592,2
-6.798170,-5.016405,3
-1.392006,6.352942,1
-6.541379,-4.870352,3
-7.800421,0.239148,2
-6.008156,-4.226744,3
-2.209866,-0.967525,3
3.176859,4.516367,0
-0.628912,9.366660,1
-4.395048,-6.069912,3
-1.515766,-7.697834,4
1.103981,-0.709208,5
1.725639,-2.526074,5
-8.248118,-3.747787,3
6.560614,-0.729551,5
-7.411994,1.136448,2
-5.982593,-3.563945,3
-4.571343,-9.001054,4
-1.336644,-4.044048,4
-8.326345,5.247948,2
3.423269,-7.500174,4
-5.191939,3.602281,2
-0.783251,-1.118697,3
-4.697954,7.728232,2
-2.922393,7.430988,1
-8.201574,-0.083294,3
1.958553,7.547383,1
-1.715052,-3.313403,4
-4.295664,-7.117610,3
-8.216646,2.199448,2
3.034136,0.171457,0
-8.374774,2.896795,2
-3.138401,-8.901007,4
-0.601941,8.984645,1
4.193424,-3.169359,5
-6.298216,1.287090,2
-0.097485,-6.153913,4
-7.674412,5.721800,2
2.947118,1.456677,0
-7.583607,1.136119,2
0.928482,1.348815,0
6.678704,4.491260,0
-4.632230,3.406131,2
1.482247,-0.236337,5
-1.188555,3.802454,1
8.998462,3.552997,0
8.052720,1.116429,0
9.447390,-2.395219,5
-7.546559,1.584830,2
0.789365,-2.428237,4
1.321337,3.578535,1
-4.682187,-3.558478,3
-5.533701,-0.049980,3
8.154931,-5.286162,5
-7.793914,-2.464572,3
-5.236598,-4.446490,3
-3.958850,1.246358,2
0.605713,9.800653,1
2.663833,-3.682947,5
8.717002,-2.954951,5
6.351536,2.526816,0
9.162510,1.086044,0
-0.504514,-7.872556,4
-6.939135,1.251144,2
0.308480,5.793194,1
9.276735,1.770829,0
0.687608,-4.828911,5
-3.276183,6.326243,1
1.169997,-6.748915,4
3.233428,5.887308,1
-1.916733,6.659826,1
2.169726,-1.196542,5
7.122050,-6.464347,5
-4.220796,5.913301,2
-2.182262,4.859837,1
5.727111,-6.425140,5
-1.641855,6.275150,1
5.846591,-1.910412,5
1.875607,2.708534,0
4.555025,7.250588,0
3.708992,6.525570,1
-5.001542,4.803750,2
-4.948178,-2.526588,3
-4.288075,-6.364813,3
3.392917,8.748130,1
7.903289,0.315480,0
-0.765202,3.693471,1
7.007972,-1.640899,5
6.958756,2.884352,0
-1.587094,-0.000027,3
3.361517,6.287482,1
0.379125,-3.943585,2
-0.818096,3.927430,1
-2.787409,-8.235768,4
-3.617053,2.636015,2
8.457472,-0.049948,0
-1.960519,-1.909736,3
4.323302,-3.767441,5
-3.276911,0.618337,2
7.086736,-2.185986,5
-3.922364,-1.740722,3
-5.632426,-7.546762,2
-0.151611,-4.247424,4
-9.839763,0.683120,2
-2.915790,-9.463120,4
-5.454953,-3.893907,3
1.281383,8.634349,1
-2.584312,4.368802,2
4.360785,7.094270,0
-8.592313,-0.421238,3
1.249763,-3.463146,4
-3.626098,1.284867,2
-2.949177,2.439736,2
-6.290182,4.187883,2
2.180577,5.684274,1
-4.934163,1.423199,2
4.972849,8.325037,1
-4.424995,1.149939,2
-2.713586,-7.543768,4
3.916653,-3.756862,5
1.413509,-1.140492,5
-5.143749,-5.500370,3
-2.232977,-2.803656,3
0.488384,2.770868,1
5.894805,-4.775836,5
3.663883,8.795871,1
-9.731064,-1.209662,3
1.189900,-3.276192,4
-1.017955,-0.082700,3
2.274832,4.055978,1
-2.798103,6.153583,1
6.473920,3.582659,0
7.346912,6.304408,0
-7.552019,5.481801,2
-6.672065,4.052569,2
5.712642,5.416846,0
8.109509,-3.187855,5
-3.600653,-8.795683,4
-4.237917,8.705597,1
-5.056067,2.415396,2
0.975127,-1.545698,5
-5.256935,-2.934074,3
-2.587252,-5.497191,4
-0.995624,3.651013,1
-1.472432,2.443080,2
-7.250020,3.507515,2
-6.101882,-1.850141,3
-6.806733,-6.745350,3
-1.331762,8.366346,1
-6.518297,4.122430,2
9.327258,0.470431,0
-7.395969,-5.570343,3
3.151004,-0.601120,5
0.659999,3.758112,1
1.371829,-6.393506,4
0.100128,4.649697,1
3.433301,3.883239,0
1.397679,-1.314863,5
-0.712504,4.604681,1
-1.902738,8.222119,1
-2.486371,-9.146832,4
4.960207,1.920486,0
-8.479105,-3.317780,3
4.243700,-3.953220,5
-6.598659,-5.418315,3
0.560878,-1.278512,4
4.734938,-2.468342,5
1.562886,-4.074527,4
7.176468,-4.146886,5
-0.662199,8.107339,1
9.094900,-3.628131,5
-1.206403,-2.029377,3
-3.214436,6.641305,1
-8.820870,0.579121,2
2.180717,-8.425609,4
-4.919873,-5.869196,3
-0.414208,2.264926,1
-1.875690,5.016212,1
-1.153482,8.529382,1
-6.762342,-3.478870,3
-9.139744,1.857824,2
-1.289763,3.337153,1
0.199168,9.508967,1
0.530861,2.885725,1
-6.208760,-5.566472,3
0.287937,-9.388825,4
-0.113293,9.269562,1
-6.974883,5.225405,2
-4.498641,8.116723,2
-2.809850,2.200310,2
-6.481483,3.662822,2
0.060290,-1.403848,4
-3.222840,-2.263691,3
-7.523531,6.352280,2
-6.274284,7.329314,2
3.768679,-5.462306,5
-3.518393,1.121215,2
-3.405986,-8.273480,4
1.154358,-3.696947,4
-9.496209,2.440788,2
4.410646,5.153058,0
-6.668681,2.481060,2
-1.526452,-1.732886,3
5.438946,5.140237,0
-2.266857,1.612708,2
5.937999,1.112816,0
-0.892822,-7.948722,4
-4.399555,-3.802257,3
-4.258061,-6.950657,4
-0.448919,1.393095,1
1.728980,-7.252641,4
-6.312799,0.840609,2
0.622480,-6.361716,4
8.266928,1.224817,0
4.808773,-7.649355,5
8.105528,1.442366,0
-1.939862,8.118252,1
0.070813,-10.126446,4
5.293522,6.357701,0
1.970111,4.801085,1
-6.832097,1.201841,2
-3.808051,7.085875,1
3.217219,3.575040,0
2.863078,-0.486245,5
-1.878813,-2.674321,3
6.324906,7.417097,0
-4.025482,-6.325803,4
-6.221739,-2.450086,3
-6.388909,5.426384,2
-3.647917,8.737987,1
-2.966318,4.665486,2
-5.932693,-6.530595,3
-2.675658,6.255297,1
-2.578768,6.002550,1
6.841771,4.253933,0
-9.171165,-0.572099,3
-4.912608,-4.490130,3
7.899456,-5.131229,5
2.953661,-4.043044,5
-0.409195,1.170113,1
-2.182567,-1.850716,3
8.748265,3.167027,0
5.221812,5.056820,0
1.705149,0.481555,0
5.138945,4.685385,0
-7.037460,4.083432,2
1.971216,-6.544268,4
-0.447932,4.297135,1
0.082846,6.457298,1
7.464175,-3.502612,5
6.037571,1.283860,0
-1.865280,-5.185432,4
8.390820,1.126870,0
-7.264438,5.925425,2
-8.063243,4.787489,2
4.121288,9.277250,1
-2.657019,-0.982490,3
1.162566,0.376429,0
-9.833734,-1.027405,3
-6.815964,3.855611,2
-2.368394,-5.340237,4
-6.680487,-4.901959,4
-5.104197,2.119720,2
2.478080,-5.553526,4
-3.098854,3.430695,2
4.516301,-4.488728,5
-4.693537,3.066729,2
-9.005436,0.923519,2
3.405240,-4.532087,5
3.833914,-5.839616,5
8.079471,5.242427,0
3.189648,-2.890636,5
-3.478862,-6.217356,4
-0.291295,-6.207454,4
-7.894709,2.908273,2
-6.847630,-6.979438,3
8.666331,-1.479015,5
4.336754,-8.105729,4
-4.702282,3.428082,2
-7.769270,1.751376,2
-5.096125,5.895696,2
-1.897760,-5.205687,4
-9.300322,0.342258,2
3.070819,-5.522282,5
-3.077165,-6.105120,1
-5.139602,-1.276220,3
-9.560174,2.785368,2
5.789889,-2.285011,5
5.915754,2.426889,0
6.924923,-0.560555,5
-1.439970,-8.618557,4
-0.795758,0.555826,2
2.166492,-1.190274,5
1.537346,6.841108,1
0.025820,2.126335,1
5.438906,7.873105,0
-2.352317,2.427317,2
2.488344,2.869895,0
0.361282,0.642390,1
-1.582115,8.972016,1
9.150693,-2.600197,5
3.802589,6.461708,1
-7.622417,0.692923,2
-2.061145,7.901994,1
-9.530060,1.591034,2
-3.827270,1.784326,2
3.322966,-0.119531,5
-0.687280,6.229081,1
6.006554,-1.475908,5
-4.383585,-3.047651,3
-6.104866,-3.631888,3
-1.125093,-2.626146,4
1.408290,-2.385863,5
-5.249576,0.901331,2
4.895888,4.813575,0
5.620083,0.285825,0
-6.994135,-6.139732,3
-2.763950,7.246159,1
-8.290411,4.927823,2
2.893213,-3.663554,5
-7.112846,3.079887,2
-1.413352,2.685985,1
-6.751669,-7.129676,3
4.197194,-5.283176,5
0.266785,8.376396,1
-4.666771,-6.580724,3
3.138747,1.346675,0
-1.154449,3.882393,1
5.562191,1.115995,0
0.582122,1.742224,1
0.571940,-8.658246,5
-2.092253,-8.683006,4
-3.102213,2.165896,2
-7.366010,-2.214702,3
-4.650381,-0.445234,3
-9.796446,-0.156021,3
10.245960,0.355343,0
6.683872,2.678424,0
3.028277,8.994035,1
-6.403348,0.495972,2
-5.887553,2.840277,2
5.878642,2.858941,0
4.707212,6.236891,0
0.624720,-4.754222,4
5.837593,3.651660,0
-8.812898,0.685203,2
5.124236,-0.658175,5
2.276693,3.193063,0
-4.122556,-1.466799,3
-2.460782,-1.184888,3
-7.418078,4.228480,2
2.517032,1.654519,0
3.958132,3.029615,0
-4.695448,0.283874,2
-9.334228,-1.525464,3
-0.458892,-5.152034,4
4.657038,-5.312044,5
6.302334,-1.789637,5
0.528073,1.855410,1
4.274551,-3.227189,5
4.311890,5.138914,0
-4.239604,6.608667,2
2.528921,3.186287,0
5.385417,-4.095412,5
-3.157705,-6.966616,4
-2.859849,9.207211,1
-1.491468,-5.548920,4
-4.808096,-3.533096,3
-7.702485,1.528901,2
-1.171155,-2.952563,4
-1.978494,-7.312191,4
-2.207866,-3.262603,3
-5.953995,3.076624,2
-5.153309,7.530231,2
0.487344,2.183491,1
-0.933776,-9.839536,4
0.123225,-4.079309,4
-2.750876,-7.337267,4
2.802070,1.660881,0
-1.123246,-0.828041,3
-3.771467,7.344037,1
-0.941554,-5.618068,4
4.300061,5.407420,0
3.377820,-3.142827,5
-4.886820,6.124816,2
-0.929437,6.762372,1
8.253294,-3.083745,5
0.208677,-1.847541,4
3.792987,3.252302,0
-9.635577,2.729871,2
6.216189,-0.405874,5
-2.635256,-0.721405,3
8.174785,3.433645,0
8.613119,0.763534,0
2.078005,-1.294073,5
-3.556804,-2.491737,3
-2.728060,3.537892,2
-5.706974,5.212287,2
2.068317,-2.924996,5
5.354669,-2.735835,5
3.870144,8.963763,1
-6.022873,2.527066,2
6.597144,-6.885545,5
7.114523,-0.775028,5
-0.678112,4.557828,1
3.558607,8.045951,1
-5.902586,-4.347889,3
7.581320,-4.026796,5
-5.041671,1.482128,2
-2.447768,-2.713648,3
-3.045276,1.143934,2
2.440818,5.241176,1
5.121745,4.862195,0
8.884947,2.106927,0
5.573945,1.995118,0
1.863540,6.799638,1
-2.971819,9.328157,1
-5.571970,-4.788548,3
-4.400525,3.161090,2
1.898900,-5.872624,4
4.579152,1.796990,0
1.107957,-8.750835,4
-5.366920,1.103048,2
-4.261191,-1.112525,3
1.414471,6.747617,1
-3.223132,0.456359,2
1.146104,-1.409277,5
6.898209,2.028084,0
6.100199,-0.536717,5
4.919160,-8.051940,5
-7.739691,4.401321,2
-4.767148,4.370784,2
5.310201,1.566470,0
-3.842322,8.159738,1
2.291702,-6.870874,4
7.439983,5.055929,0
1.731139,-7.223981,4
0.776265,-4.763861,4
-6.684139,-6.341707,3
2.105523,-5.721523,4
5.777656,-2.719840,5
-9.329848,3.905297,2
-5.716405,-1.029217,3
5.300724,-1.492923,5
-2.535254,-4.737008,4
-2.848122,7.492274,1
9.471156,-0.537079,5
-2.891371,-7.793833,4
4.020667,-7.587393,4
9.023822,-1.725568,5
6.015774,7.619416,0
6.013338,-7.212121,5
-8.626378,-2.473607,3
8.186429,4.951305,0
3.418255,-7.297069,4
5.838999,-0.029058,0
0.895317,4.238503,1
6.582513,0.866260,0
0.932660,-3.577970,4
-4.526672,5.494812,2
6.821865,-2.324174,5
-0.418291,1.202586,1
-5.659475,6.943459,2
4.125139,-0.638221,5
6.411808,-7.328152,5
1.680561,4.132407,5
-4.389911,-0.676949,3
5.774426,0.916530,0
-3.056471,8.291975,1
7.354319,5.758802,0
-0.187661,-7.879120,4
-6.808075,1.654862,2
7.618512,-1.937461,5
0.491114,-1.622221,4
1.630614,-8.158629,4
-7.857375,-4.211341,3
-1.498120,2.991815,1
5.097846,4.952041,0
-3.907207,-9.199118,4
-0.486398,1.163871,1
7.426626,-4.418349,5
-5.002237,0.298679,2
9.342266,3.398659,0
-2.557086,-4.888707,4
-1.832368,-4.153944,4
-0.901601,3.461740,1
-5.817258,-4.976768,3
-2.267463,3.896293,2
-5.791612,7.659239,2
-0.122253,7.224746,1
4.922851,-3.515820,5
8.081957,-1.174640,5
7.640681,4.215640,0
4.176001,-2.758740,5
9.590036,-1.797039,5
-4.858895,5.916935,2
8.870800,0.831197,0
-6.724538,4.333192,2
4.761165,1.061568,0
-1.787818,-7.720144,4
5.825276,6.129135,0
4.074724,-8.053821,4
0.673097,-6.624563,5
6.822990,4.389346,0
-4.252325,-5.371513,3
-3.251065,4.474920,2
6.362674,-4.553610,5
-6.760060,3.319485,2
-7.676139,-0.683194,3
-1.337232,-4.202843,4
-6.802521,0.093876,3
-3.275081,-2.372193,3
-6.740224,7.313341,2
3.856339,-6.613265,5
-5.692003,-3.518372,3
-4.125788,-8.576383,4
-4.820203,-2.468234,2
0.971570,2.887004,1
5.281174,-7.357342,5
1.527284,7.181784,1
-2.353771,-1.436818,3
1.793503,-2.014749,5
-5.527989,-6.813229,3
7.037986,3.383699,0
4.336109,-7.245438,5
-7.665893,2.148193,2
-0.046992,2.930066,2
1.066400,-1.192918,5
5.976091,-4.408310,5
3.792679,-0.690624,5
4.370354,1.695579,0
3.666192,-8.694586,4
-1.143153,9.669186,1
-6.160771,5.104306,2
-4.918401,6.259591,2
0.732876,9.104690,1
4.309799,-2.025442,5
-1.584126,6.526298,1
-6.721083,-4.189447,3
-7.661465,1.010955,2
-5.116503,5.652279,2
1.695268,1.974702,0
-5.721840,-7.229854,3
9.532724,0.425025,0
4.908410,6.816516,0
1.847174,-5.853386,4
6.432559,0.300938,0
7.315225,0.329113,0
3.399443,-2.098694,5
-4.716196,-4.840318,3
4.902060,6.910337,0
-6.662603,0.842848,2
4.986483,-6.830078,5
7.940186,0.657408,0
5.437821,5.538257,0
-2.808154,7.734632,1
-2.497855,-5.069554,4
-2.792695,-5.527858,4
1.715522,6.917054,1
0.372050,1.633646,1
3.677046,6.062358,1
5.927705,-6.245815,5
-4.641835,-7.404506,4
-7.592108,-1.297615,3
-0.902675,-3.965049,4
-5.736847,5.124726,2
-0.706891,-3.467833,4
-7.422122,-3.935813,3
3.101182,4.253590,0
0.689622,-7.840631,4
1.335656,-4.447652,4
5.227093,-0.061888,0
2.229144,4.834730,1
4.251628,6.151285,0
0.791862,3.618929,1
-0.458917,3.899304,1
-2.195237,5.199004,1
1.237062,7.532210,1
3.164544,0.431594,0
0.647022,-7.638465,4
-1.053093,6.490360,1
-5.871253,-1.717522,3
6.032935,-7.069299,5
-8.363457,3.753492,2
0.110966,8.300572,1
0.641905,3.592645,1
-5.697399,3.535716,2
4.144603,-3.886056,5
-3.499314,-1.501505,3
-3.785438,8.070071,1
-8.887283,0.163892,3
-7.875773,-6.343357,3
-9.997012,1.242371,2
-6.732261,5.158882,2
0.985477,-8.405807,4
5.619865,0.105816,0
-1.826738,-2.845570,3
8.160966,0.305126,0
0.577082,5.851641,1
6.689937,1.728101,0
-9.445768,1.093508,2
7.681347,0.804182,0
-4.449934,5.530868,2
-6.988466,-6.498766,3
-2.396467,4.838142,1
-3.959745,0.162690,3
4.118571,3.015846,0
8.818557,-1.062184,5
-6.237097,-6.350156,3
-5.706353,1.968698,2
-6.522991,4.776471,2
1.904345,-8.315326,4
-1.343521,10.034265,1
8.203081,0.341106,0
-1.329830,-3.121222,4
0.472755,-6.909464,4
7.389517,-4.873301,5
-5.760126,-6.599838,3
-1.233501,-2.230406,4
8.353878,5.092276,0
3.936316,8.618802,1
6.191330,-6.244090,5
3.166675,8.097334,5
-1.603334,0.984667,2
-0.928165,-4.755904,4
-9.183176,-0.432975,3
5.467276,2.142075,0
1.141792,-1.161809,5
-8.932644,-2.313137,3
2.806359,-8.591236,4
-2.743161,-5.629428,4
-3.633497,1.726476,2
-4.619751,-8.854830,4
4.616058,-5.277100,5
3.626745,-7.388708,4
-5.406410,5.106409,2
6.540680,-3.153585,5
-3.391977,-6.651734,4
-2.556597,4.176756,2
0.922843,-0.239029,5
-2.793646,-3.000267,3
2.328222,-5.040026,4
0.052279,3.662613,1
4.357069,6.376561,0
2.479737,5.950748,1
-3.816810,-5.224602,3
4.707618,5.936096,0
-6.282905,4.211146,2
-9.607059,-1.168006,3
-1.056448,1.093008,2
7.284048,3.865319,0
-6.381924,6.576977,2
7.617205,1.497387,0
-9.187126,2.806035,2
6.244423,-3.752367,5
1.428325,-0.426557,5
-1.968863,5.985210,1
-2.250743,9.213037,1
-5.971736,-3.166755,3
6.802265,-3.771912,4
-0.721581,7.798309,1
-2.900512,-8.322210,4
5.423482,4.802690,0
4.022883,-6.999416,5
2.927985,-8.115305,4
5.146230,-7.118613,5
5.112034,8.211339,1
0.725553,2.693808,1
-5.590983,-8.195619,3
1.987288,2.055839,0
8.839892,-0.278659,0
0.014809,-8.980447,4
-6.356646,-5.634517,3
0.490868,4.933925,1
-2.642278,-1.195525,3
-9.655309,0.577640,2
-6.639036,1.786563,2
5.246715,-6.752082,5
0.179700,2.803619,1
2.751025,-5.660677,4
3.637500,8.176647,1
-7.196315,3.776128,2
3.904773,0.875619,0
-2.715929,3.040035,2
-7.534480,4.032402,2
1.811039,6.834603,1
8.441817,4.288775,0
2.066769,1.862812,0
0.046226,-5.129411,4
-8.827163,0.934840,2
-2.991816,-7.962338,4
-0.230830,-3.780114,4
-1.310959,-6.465125,4
3.804032,-6.565296,5
5.059309,-0.390025,5
-9.847422,-1.320937,3
6.402733,-3.189221,5
-1.227269,2.010562,2
-2.535206,-0.813988,3
-7.409839,-0.397226,3
4.714804,-7.290980,5
-5.688653,7.818923,2
3.189295,-2.099135,5
1.878030,-0.898583,5
0.812567,7.483384,1
-9.467260,0.780066,2
2.295107,4.678596,1
0.169023,-1.134610,4
-2.329850,-3.337524,3
-1.083836,-0.871405,3
0.888151,-9.535551,4
1.939226,9.524394,1
1.458393,8.221916,1
-4.864934,5.438902,2
8.257202,4.948913,0
-3.756188,-2.773889,3
-4.982841,-5.828193,3
0.868573,3.425478,1
2.785102,3.116574,0
1.045808,9.451229,4
-6.832658,-3.483441,3
2.064135,1.943631,0
-1.740125,6.818202,1
